04-19-08.22.42,04-19-08.22.42,66.43478260869566,13.01086956521739,0.4590001416229995,0.34945652173913044,weights,-0.19071487771060358,-0.4363408964627493,0.20301032029394217,-0.4950972828820328,-0.6736807959827102,0.31557442303239625,0.9944211790556532,-0.4740003139267106,rows,0.0
04-19-08.22.42,04-19-08.22.42,61.05154639175258,12.216494845360824,0.46257441556555823,0.3891752577319588,weights,0.782319797430127,-0.7007745093273465,-0.13217125361016713,0.4347859465009334,-0.5540901258524518,0.3757549111829823,0.4162615093497648,-0.9364234753146048,rows,0.0
04-19-08.22.42,04-19-08.22.42,33.60629921259842,15.669291338582678,0.5589724512782359,0.21653543307086612,weights,-0.9243883953851324,0.5112161864311544,0.18348869106120036,-0.921310882989534,-0.5336835703398275,0.3824389010765734,-0.07574376237233982,0.700068755131549,rows,0.0
04-19-08.22.42,04-19-08.22.42,17.2,17.152,0.5885167464114832,0.14239999999999994,weights,-0.6044825674276308,-0.43280796175777114,-0.06693197481501234,-0.8354068583899625,0.5942089966609507,-0.402368032175056,0.6609414862701535,-0.08800976072636768,rows,0.0
04-19-08.22.42,04-19-08.22.42,49.18705035971223,12.014388489208633,0.4435854031706762,0.39928057553956836,weights,0.03771947573372336,0.0054354125589859414,0.5546324934072859,0.5274119759821128,-0.4971117037654391,0.1317461590330462,-0.4476583762092854,0.13885617927478644,rows,0.0
04-19-08.22.42,04-19-08.22.42,53.80833333333333,11.991666666666667,0.47246732026143795,0.40041666666666664,weights,-0.5801401948519689,0.25095557974295013,0.3560591266974449,0.22507426670226227,-0.30605009600386146,0.5880218554278729,-0.574243728649213,-0.9122073110724227,rows,0.0
04-19-08.22.42,04-19-08.22.42,24.3125,15.83125,0.5793685121107266,0.20843749999999997,weights,0.7890482651630815,-0.26045170743841073,0.9914028828867831,-0.811725475130008,0.9317652829556466,0.24890053587371508,-0.5212518330149916,-0.24209274590655006,rows,0.0
04-19-08.22.42,04-19-08.22.42,17.633093525179856,16.633093525179856,0.6734612310151878,0.16834532374100722,weights,0.08311106567468163,0.20730086831767047,-0.721061280961854,-0.2575595392352892,0.803816286885576,-0.9649698125620549,-0.0945101921974707,-0.3064392996384637,rows,0.0
04-19-08.22.42,04-19-08.22.42,73.625,13.85,0.42659657320872274,0.3075,weights,-0.04488728308317902,-0.2987650494882681,-0.9328803316544307,-0.16372808812701845,-0.6830626954179477,-0.674087437857847,0.07984913234304081,-0.4378417665427419,rows,0.0
04-19-08.22.42,04-19-08.22.42,20.61392405063291,16.443037974683545,0.6139714597259754,0.17784810126582276,weights,0.607295018405871,-0.478360577522857,0.5532478959415714,-0.9554267257539768,0.8906834790263853,0.4558402040931171,-0.22621472155767552,0.9916609947157353,rows,0.2
04-19-08.22.42,04-19-08.22.42,13.729559748427674,13.70440251572327,0.676189628574819,0.31477987421383646,weights,-0.22176042573273436,0.06757614097705034,0.8526154780036466,-0.38559837960896504,0.16509596800750792,0.06895236364227797,0.11750864678048845,0.3925144138926333,rows,0.0
04-19-08.22.42,04-19-08.22.42,18.463687150837988,18.162011173184357,0.4754634332148299,0.09189944134078214,weights,0.32090105482645415,-0.2677954036904342,-0.7687743510549612,0.09002011816013966,0.3239623754944334,-0.5901172151490961,0.25202765748915334,0.05362183127797793,rows,0.0
04-19-08.22.42,04-19-08.22.42,23.848387096774193,18.135483870967743,0.3977680026067123,0.09322580645161285,weights,-0.02842707763790142,0.36110694064217186,-0.7870701782224898,0.7283172621546374,-0.33721406859701464,-0.39335634971810585,-0.16165013419554675,0.833446987121137,rows,9.0
