04-19-10.46.23,04-19-10.46.23,54.125,0.17556818181818185,0.4598303393213573,0.4456168831168831,0.3569483901515152,weights,0.8829551450956061,0.5253526865073062,-0.656899315364665,-0.5948042374378768,-0.7924186037681529,-0.3181553870368865,0.947134400527397,-0.6394023826836808,rows,0.0
04-19-10.46.23,04-19-10.46.23,69.29213483146067,0.33876404494382023,0.4483110284119373,0.41923710012166315,0.3760032102728732,weights,0.0340338942966123,-0.08673085068728592,-0.45439300713432074,0.5027391322309389,-0.4174033096788585,-0.37449402471744153,-0.8194149807430864,-0.31528819967151067,rows,0.0
04-19-10.46.23,04-19-10.46.23,60.94805194805195,0.24935064935064935,0.39655394110839653,0.4155844155844156,0.3605129048167024,weights,0.41832994318180416,-0.6669633024972756,-0.19323797168688084,-0.8062213777208687,0.4663886267822226,-0.21938426774665265,-0.6943744511658028,-0.13205899822779,rows,0.0
04-19-10.46.23,04-19-10.46.23,19.545454545454547,0.2078512396694215,0.6795827123695976,0.44706808343171983,0.3973598091962949,weights,-0.38727266574347596,0.21722865509112954,-0.23028555145790652,-0.9881645528476397,0.6840036645231422,-0.45092374819923164,0.18160332700109616,-0.9911259560808572,rows,0.0
04-19-10.46.23,04-19-10.46.23,26.64957264957265,0.13974358974358977,0.6203764579832957,0.46951566951566953,0.36427482939110856,weights,-0.9725749744676726,-4.8339675986497355E-4,-0.43301730748112965,-0.867508096234759,-0.06101291313838142,-0.7044549255496624,0.6188948311818561,0.2350877999776888,rows,0.0
04-19-10.46.23,04-19-10.46.23,18.953125,0.12890625,0.5984507415254238,0.4549209770114942,0.3674730066445183,weights,-0.20843311236657214,0.4986215693645577,-0.45777972421399427,-0.46129052230175005,0.1047449864823553,-0.6959578301447134,-0.6897257897838236,-0.9747106720731036,rows,0.0
04-19-10.46.23,04-19-10.46.23,46.11971830985915,0.4147887323943662,0.4674397423803793,0.45166726856867695,0.43494299128101943,weights,-0.5077173297483981,-0.08577965087918304,0.3960980667420768,0.9572432567156426,-0.41189234846075595,0.4400289003378295,-0.2932845345281869,-0.4615840860141911,rows,0.2
04-19-10.46.23,04-19-10.46.23,26.59893048128342,0.44411764705882356,0.49813338714559585,0.49491040435312883,0.4236058059587471,weights,-0.12632586764590026,0.01686979356301599,0.5186884964698399,0.40653067946031296,0.2470664405311902,-0.267333467840946,-0.592373525550068,0.5105530419799456,rows,0.4
04-19-10.46.23,04-19-10.46.23,72.04444444444445,0.31833333333333336,0.43092855889064413,0.41984732824427484,0.3907407407407407,weights,0.9504922293312674,-0.4992248129199992,0.3583219705656937,-0.9253223126125032,-0.925610486894884,0.7174285295426688,0.11967091445591604,0.7182992988918349,rows,0.0
04-19-10.46.23,04-19-10.46.23,64.0,0.2435294117647059,0.42342342342342343,0.4153766769865841,0.34645030425963486,weights,0.8688919032556361,0.04410778280127259,-0.18927033510066327,-0.7466389334955297,-0.17079124931382084,-0.7203249920901915,-0.6487214165209652,0.4543621634380315,rows,0.0
