04-17-23.45.02,04-17-23.45.03,12.339597315436242,11.436241610738255,0.5254001032524522,0.4281879194630872,weights,0.9015253267189989,0.59837106090651,0.5877865516433234,0.2724254744862724,0.6700449919941736,rows,42.4
04-17-23.45.03,04-17-23.45.03,48.92248062015504,11.775193798449612,0.4977158047212008,0.4112403100775194,weights,-0.27284940229942656,0.7003932517749365,0.2522413470368665,0.0661495042770357,-0.9551230318027062,rows,0.0
04-17-23.45.03,04-17-23.45.03,71.68932038834951,13.932038834951456,0.3934913672728468,0.3033980582524272,weights,-0.42177717486994637,0.5489488842995107,0.31500363301824463,-0.9794514896412687,-0.562826662558068,rows,0.2
04-17-23.45.03,04-17-23.45.03,63.69,12.75,0.45470890410958903,0.3625,weights,-0.15922930273621638,0.9407785174512675,0.880094415280058,-0.8696308650846696,-0.4356969023116808,rows,0.0
04-17-23.45.03,04-17-23.45.03,60.43103448275862,12.551724137931034,0.43627766340710245,0.3724137931034483,weights,-0.029046245074072052,0.2001114417785852,0.4169765208960694,-0.410631450715911,0.3184754215648826,rows,0.0
04-17-23.45.03,04-17-23.45.03,14.088235294117647,14.625,0.7429154143409189,0.26875,weights,0.9939098861244546,-0.4309672458379328,-0.8911661260751604,0.7870835465546415,-0.1398176922644856,rows,0.0
04-17-23.45.03,04-17-23.45.03,53.88429752066116,11.96694214876033,0.4600771791516918,0.4016528925619835,weights,-0.9884002965979366,0.5637067190546894,0.6451206316823819,0.26460592630743274,0.19155558606139045,rows,0.0
04-17-23.45.03,04-17-23.45.03,18.508928571428573,14.410714285714286,0.6494521103896104,0.27946428571428567,weights,0.9238228893204521,-0.7868657841104765,-0.4753070786415261,-0.6296633523383495,-0.855562906697823,rows,0.0
04-17-23.45.03,04-17-23.45.04,51.839416058394164,12.343065693430656,0.44497413213710746,0.3828467153284672,weights,0.41058610463344003,-0.4318003460318858,0.5359416584306891,-0.8809707833688516,0.7069802058458325,rows,0.2
04-17-23.45.04,04-17-23.45.04,69.96666666666667,13.422222222222222,0.4455890121500264,0.3288888888888889,weights,-0.964591539456364,0.129511575088048,-0.05136071668354969,-0.5772778563779015,0.7955935897368447,rows,0.0
04-17-23.45.04,04-17-23.45.04,16.902439024390244,11.190243902439024,0.5278648317209429,0.44048780487804884,weights,0.7817969913025449,-0.151956887738794,0.8250225467267431,-0.5520153209746983,-0.2451744690479336,rows,0.0
04-17-23.45.04,04-17-23.45.04,8.861635220125786,15.044025157232705,0.7538434661076171,0.24779874213836478,weights,0.5090810112257325,-0.03584318947986609,-0.12246082183255069,0.28408215042893303,-0.7585471585779322,rows,0.4
04-17-23.45.04,04-17-23.45.04,10.571556350626118,12.016994633273702,0.5322320198838001,0.3991502683363149,weights,0.6953941979671243,0.4358375183773717,0.5165147574406579,0.7112907966193123,0.8319076627225339,rows,72.0
04-17-23.45.04,04-17-23.45.05,6.697560975609756,11.551219512195122,0.6194567627494457,0.42243902439024394,weights,0.8174123897250829,-0.7603228858283375,0.5978234534616547,-0.12602162245889992,-0.7981747449441678,rows,0.6
04-17-23.45.05,04-17-23.45.05,56.693333333333335,15.293333333333333,0.46313131313131306,0.23533333333333334,weights,0.09732228162195611,-0.011556952173861879,-0.7401939321151754,-0.26819762809484615,0.48675867729647204,rows,0.0
04-17-23.45.05,04-17-23.45.05,72.0126582278481,14.063291139240507,0.41357770172762126,0.29683544303797466,weights,-0.16751158366505403,-0.4167611193444061,-0.10225698143052497,-0.16671875689815274,-0.7259438014008077,rows,0.0
04-17-23.45.05,04-17-23.45.05,31.613636363636363,11.936363636363636,0.44923978460563824,0.4031818181818182,weights,-0.2762659481612353,-0.10108784889447864,0.43699043637426715,0.1841534098612525,-0.6661367331016315,rows,3.2
04-17-23.45.05,04-17-23.45.05,11.937830687830688,11.18915343915344,0.547809443642777,0.440542328042328,weights,0.551630083110213,0.5873112875754236,0.7125025938046263,0.6296736349829226,0.8147720558042177,rows,43.2
04-17-23.45.05,04-17-23.45.05,13.81203007518797,15.270676691729323,0.702326938034742,0.23646616541353388,weights,0.14052528228369265,-0.8206867834586642,-0.07078160570008629,0.5028894111023419,-0.7443727038835843,rows,0.0
04-17-23.45.05,04-17-23.45.05,64.56521739130434,13.078260869565218,0.4245524296675192,0.3460869565217391,weights,0.12733139071435629,-0.11543147696231437,0.2572656673276048,-0.5161797044930898,0.8544802943240624,rows,0.4
04-17-23.45.05,04-17-23.45.05,52.67175572519084,11.992366412213741,0.43241642537509867,0.40038167938931296,weights,-0.14738144637107053,-0.654780298009507,0.9069603756987996,-0.7525961350454924,0.34999864390302116,rows,0.0
04-17-23.45.05,04-17-23.45.06,6.744318181818182,12.75,0.7235935171385992,0.3625,weights,0.3579681939008308,-0.4797358216709662,0.2362265363398688,0.03740588999701511,0.37736028899298235,rows,0.0
04-17-23.45.06,04-17-23.45.06,21.974025974025974,11.8,0.45876783315206965,0.41,weights,-0.44540824829948855,0.6908410764062312,0.17866674085744738,0.681797133870141,-0.0663828803669071,rows,15.2
04-17-23.45.06,04-17-23.45.06,70.6,14.85,0.3903281519861831,0.2575,weights,-0.9209627211721103,0.0198436333132066,-0.43835205495259943,0.5611988620346919,0.7067841185763017,rows,0.2
04-17-23.45.06,04-17-23.45.06,57.901785714285715,12.241071428571429,0.4678144695378151,0.3879464285714286,weights,-0.9663021285356017,-0.6855240119437407,0.6342634648195562,-0.1390223682374523,0.4748215564430769,rows,0.0
04-17-23.45.06,04-17-23.45.06,17.360576923076923,11.384615384615385,0.49824922187638954,0.43076923076923074,weights,0.990386655930892,-0.3234859447601881,0.6749669961409877,-0.8092489775755556,0.9578098738494343,rows,0.2
04-17-23.45.06,04-17-23.45.06,16.321739130434782,14.521739130434783,0.6497480873297257,0.27391304347826084,weights,0.4882764010888674,-0.9628283164774261,-0.8656259067939271,-0.1399701609855244,-0.2922042415817685,rows,0.0
04-17-23.45.06,04-17-23.45.06,21.34254143646409,17.337016574585636,0.591139052941301,0.13314917127071818,weights,0.36310169852951524,0.522943689739553,-0.9672259605760567,0.17929559686015417,0.5510938494455577,rows,0.4
04-17-23.45.06,04-17-23.45.06,77.88505747126437,14.195402298850574,0.4090663317809987,0.29022988505747127,weights,-0.9109891669109733,-0.046825215866006076,-0.17688775086635977,-0.0579238599006191,0.36858845561391385,rows,0.0
04-17-23.45.06,04-17-23.45.07,10.007739938080496,10.857069143446852,0.6150869254584425,0.45714654282765743,weights,0.7904147267290946,0.2032168863552739,0.6036730348202823,0.47185970560022583,0.6283699573276205,rows,137.6
04-17-23.45.07,04-17-23.45.07,14.846715328467154,15.16058394160584,0.716665738006352,0.24197080291970802,weights,0.4874378077499619,-0.24103579305570944,-0.7182576183448084,0.4305624577625333,0.9956951169352857,rows,0.0
04-17-23.45.07,04-17-23.45.08,51.704918032786885,11.868852459016393,0.48191464897007125,0.4065573770491803,weights,0.6802089119622674,0.5256224519326906,0.3177345266899936,-0.9684386752824685,0.8678487000962714,rows,0.0
04-17-23.45.08,04-17-23.45.08,71.56976744186046,13.418604651162791,0.4228244561140285,0.32906976744186045,weights,-0.33443109454817344,-0.7716419429497661,0.19245874357903792,-0.16489886906361484,-0.9476573031389561,rows,0.0
04-17-23.45.08,04-17-23.45.08,57.73863636363637,15.795454545454545,0.45426619694105513,0.21022727272727276,weights,-0.4676094873256713,0.8538077055332463,-0.6815434656279789,0.2885120468112796,-0.3314090814051385,rows,0.0
04-17-23.45.08,04-17-23.45.08,9.472602739726028,14.267123287671232,0.6411892901618929,0.28664383561643836,weights,0.022437317893279074,-0.7656092066257019,0.24598660597081135,0.37570742873206053,-0.745428716386844,rows,0.0
04-17-23.45.08,04-17-23.45.08,60.867924528301884,12.518867924528301,0.4506505006470949,0.37405660377358496,weights,-0.7973936134214057,-0.3167167038117398,0.587849919623856,-0.16629844127008764,-0.043885706305156535,rows,0.0
04-17-23.45.08,04-17-23.45.08,41.32876712328767,11.417808219178083,0.4833904109589041,0.42910958904109586,weights,-0.09216421450655488,-0.4356406622157949,0.9036622096529621,-0.5415308939971937,-0.571339157423778,rows,0.0
04-17-23.45.08,04-17-23.45.08,69.81818181818181,15.181818181818182,0.4258373205741627,0.2409090909090909,weights,0.32448684702678254,0.7522157510906466,-0.9515299209296681,-0.9553069047006744,-0.04280530294652274,rows,0.0
04-17-23.45.08,04-17-23.45.08,3.4065420560747666,11.785046728971963,0.7531491263713938,0.41074766355140185,weights,-0.059534882878145456,-0.5673596045539593,0.31410160279812893,0.8763922023715054,-0.5265973329658529,rows,1.8
04-17-23.45.08,04-17-23.45.08,16.546875,17.78125,0.594439338235294,0.1109375,weights,0.8457973893656014,0.8499003766709385,-0.40808179850438697,-0.29308983180218684,0.20002595651955057,rows,0.6
04-17-23.45.08,04-17-23.45.17,3.7517854981237138,6.9641084614453455,0.8294642955398313,0.6517945769277327,weights,0.38716520283030054,0.06658357921427327,0.18652093407987347,0.5423679456253094,0.06716942105957746,rows,1304.4
