4 heuristics, new coefficients from the paper, fitness = rowsCleared - avgNumHoles - avgHeight
2018-04-13 3:23:14,2018-04-13 3:23:18,2980
2018-04-13 3:23:18,2018-04-13 3:23:19,656
2018-04-13 3:23:17,2018-04-13 3:23:20,2104
2018-04-13 3:23:19,2018-04-13 3:23:20,1358
2018-04-13 3:23:20,2018-04-13 3:23:21,569
2018-04-13 3:23:20,2018-04-13 3:23:21,442
2018-04-13 3:23:21,2018-04-13 3:23:21,56
2018-04-13 3:23:21,2018-04-13 3:23:22,323
2018-04-13 3:23:21,2018-04-13 3:23:22,789
2018-04-13 3:23:22,2018-04-13 3:23:23,863
2018-04-13 3:23:22,2018-04-13 3:23:23,417
2018-04-13 3:23:23,2018-04-13 3:23:23,555
2018-04-13 3:23:23,2018-04-13 3:23:24,635
2018-04-13 3:23:24,2018-04-13 3:23:25,422
2018-04-13 3:23:23,2018-04-13 3:23:25,1824
2018-04-13 3:23:25,2018-04-13 3:23:25,126
2018-04-13 3:23:25,2018-04-13 3:23:26,618
2018-04-13 3:23:25,2018-04-13 3:23:27,905
2018-04-13 3:23:27,2018-04-13 3:23:27,301
2018-04-13 3:23:27,2018-04-13 3:23:28,429
2018-04-13 3:23:28,2018-04-13 3:23:28,238
2018-04-13 3:23:26,2018-04-13 3:23:28,1798
2018-04-13 3:23:28,2018-04-13 3:23:29,308
2018-04-13 3:23:29,2018-04-13 3:23:29,205
2018-04-13 3:23:28,2018-04-13 3:23:29,1112
2018-04-13 3:23:29,2018-04-13 3:23:31,1672
2018-04-13 3:23:31,2018-04-13 3:23:32,307
2018-04-13 3:23:29,2018-04-13 3:23:32,1800
2018-04-13 3:23:32,2018-04-13 3:23:32,251
2018-04-13 3:23:32,2018-04-13 3:23:33,284
2018-04-13 3:23:33,2018-04-13 3:23:33,548
2018-04-13 3:23:32,2018-04-13 3:23:34,1551
2018-04-13 3:23:33,2018-04-13 3:23:34,430
2018-04-13 3:23:34,2018-04-13 3:23:34,105
2018-04-13 3:23:34,2018-04-13 3:23:35,448
2018-04-13 3:23:34,2018-04-13 3:23:36,1334
2018-04-13 3:23:36,2018-04-13 3:23:36,57
2018-04-13 3:23:36,2018-04-13 3:23:36,105
2018-04-13 3:23:35,2018-04-13 3:23:37,1353
2018-04-13 3:23:37,2018-04-13 3:23:38,1292
2018-04-13 3:23:38,2018-04-13 3:23:39,352
2018-04-13 3:23:36,2018-04-13 3:23:39,2235
2018-04-13 3:23:39,2018-04-13 3:23:39,158
2018-04-13 3:23:39,2018-04-13 3:23:39,328
2018-04-13 3:23:39,2018-04-13 3:23:42,1814
2018-04-13 3:23:39,2018-04-13 3:23:43,2636
2018-04-13 3:23:42,2018-04-13 3:23:43,792
2018-04-13 3:23:43,2018-04-13 3:23:43,168
2018-04-13 3:23:43,2018-04-13 3:23:43,182
2018-04-13 3:23:43,2018-04-13 3:23:44,515
2018-04-13 3:23:44,2018-04-13 3:23:44,227
2018-04-13 3:23:43,2018-04-13 3:23:44,1165
2018-04-13 3:23:44,2018-04-13 3:23:45,736
2018-04-13 3:23:44,2018-04-13 3:23:46,1134
2018-04-13 3:23:45,2018-04-13 3:23:46,1064
2018-04-13 3:23:46,2018-04-13 3:23:46,366
2018-04-13 3:23:46,2018-04-13 3:23:47,158
2018-04-13 3:23:47,2018-04-13 3:23:47,184
2018-04-13 3:23:47,2018-04-13 3:23:47,335
2018-04-13 3:23:46,2018-04-13 3:23:48,1061
2018-04-13 3:23:47,2018-04-13 3:23:48,437
2018-04-13 3:23:48,2018-04-13 3:23:49,788
2018-04-13 3:23:49,2018-04-13 3:23:49,77
2018-04-13 3:23:49,2018-04-13 3:23:50,753
2018-04-13 3:23:50,2018-04-13 3:23:51,697
2018-04-13 3:23:48,2018-04-13 3:23:51,2470
2018-04-13 3:23:51,2018-04-13 3:23:51,278
2018-04-13 3:23:51,2018-04-13 3:23:52,284
2018-04-13 3:23:52,2018-04-13 3:23:52,384
2018-04-13 3:23:52,2018-04-13 3:23:53,229
2018-04-13 3:23:53,2018-04-13 3:23:53,346
2018-04-13 3:23:53,2018-04-13 3:23:53,176
2018-04-13 3:23:51,2018-04-13 3:23:54,2155
2018-04-13 3:23:53,2018-04-13 3:23:55,926
2018-04-13 3:23:55,2018-04-13 3:23:55,154
2018-04-13 3:23:55,2018-04-13 3:23:55,447
2018-04-13 3:23:55,2018-04-13 3:23:56,167
2018-04-13 3:23:56,2018-04-13 3:23:56,88
2018-04-13 3:23:56,2018-04-13 3:23:56,424
2018-04-13 3:23:56,2018-04-13 3:23:57,417
2018-04-13 3:23:54,2018-04-13 3:23:57,2288
2018-04-13 3:23:57,2018-04-13 3:23:57,244
2018-04-13 3:23:57,2018-04-13 3:23:59,1510
2018-04-13 3:23:59,2018-04-13 3:24:00,583
2018-04-13 3:23:57,2018-04-13 3:24:00,2593
2018-04-13 3:24:00,2018-04-13 3:24:01,258
2018-04-13 3:24:00,2018-04-13 3:24:01,1060
2018-04-13 3:24:01,2018-04-13 3:24:01,99
2018-04-13 3:24:01,2018-04-13 3:24:02,442
2018-04-13 3:24:02,2018-04-13 3:24:04,1753
2018-04-13 3:24:04,2018-04-13 3:24:05,304
2018-04-13 3:24:05,2018-04-13 3:24:05,380
2018-04-13 3:24:05,2018-04-13 3:24:05,123
2018-04-13 3:24:01,2018-04-13 3:24:06,4168
2018-04-13 3:24:05,2018-04-13 3:24:06,590
2018-04-13 3:24:06,2018-04-13 3:24:07,261
2018-04-13 3:24:06,2018-04-13 3:24:07,254
2018-04-13 3:24:07,2018-04-13 3:24:07,67
2018-04-13 3:24:07,2018-04-13 3:24:08,844
2018-04-13 3:24:07,2018-04-13 3:24:09,1434
2018-04-13 3:24:08,2018-04-13 3:24:09,919
2018-04-13 3:24:09,2018-04-13 3:24:11,1682
2018-04-13 3:24:09,2018-04-13 3:24:11,1394
2018-04-13 3:24:11,2018-04-13 3:24:12,832
2018-04-13 3:24:12,2018-04-13 3:24:12,127
2018-04-13 3:24:12,2018-04-13 3:24:13,291
2018-04-13 3:24:13,2018-04-13 3:24:13,203
2018-04-13 3:24:13,2018-04-13 3:24:13,67
2018-04-13 3:24:13,2018-04-13 3:24:14,284
2018-04-13 3:24:14,2018-04-13 3:24:14,104
2018-04-13 3:24:14,2018-04-13 3:24:16,1268
2018-04-13 3:24:11,2018-04-13 3:24:22,5250
2018-04-13 3:24:22,2018-04-13 3:24:22,81
2018-04-13 3:24:16,2018-04-13 3:24:23,2188
2018-04-13 3:24:23,2018-04-13 3:24:25,364
2018-04-13 3:24:25,2018-04-13 3:24:26,320
2018-04-13 3:24:26,2018-04-13 3:24:29,818
2018-04-13 3:24:29,2018-04-13 3:24:30,544
2018-04-13 3:24:22,2018-04-13 3:24:32,2876
2018-04-13 3:24:30,2018-04-13 3:24:35,1416
2018-04-13 3:24:35,2018-04-13 3:24:37,678
2018-04-13 3:24:37,2018-04-13 3:24:37,159
2018-04-13 3:24:37,2018-04-13 3:24:37,0
2018-04-13 3:24:37,2018-04-13 3:24:39,330
2018-04-13 3:24:39,2018-04-13 3:24:40,289
2018-04-13 3:24:40,2018-04-13 3:24:42,653
2018-04-13 3:24:42,2018-04-13 3:24:42,22
2018-04-13 3:24:32,2018-04-13 3:24:44,3526
2018-04-13 3:24:42,2018-04-13 3:24:44,598
2018-04-13 3:24:44,2018-04-13 3:24:45,344
2018-04-13 3:24:45,2018-04-13 3:24:45,0
2018-04-13 3:24:44,2018-04-13 3:24:45,588
2018-04-13 3:24:45,2018-04-13 3:24:46,358
2018-04-13 3:24:46,2018-04-13 3:24:50,1103
2018-04-13 3:24:50,2018-04-13 3:24:50,0
2018-04-13 3:24:50,2018-04-13 3:24:50,195
2018-04-13 3:24:45,2018-04-13 3:24:50,1534
2018-04-13 3:24:50,2018-04-13 3:24:51,232
2018-04-13 3:24:51,2018-04-13 3:24:52,361
2018-04-13 3:24:52,2018-04-13 3:24:53,198
2018-04-13 3:24:50,2018-04-13 3:24:53,897
2018-04-13 3:24:53,2018-04-13 3:24:54,418
2018-04-13 3:24:54,2018-04-13 3:24:55,320
2018-04-13 3:24:55,2018-04-13 3:24:57,570
2018-04-13 3:24:53,2018-04-13 3:24:58,1297
2018-04-13 3:24:57,2018-04-13 3:24:58,119
2018-04-13 3:24:58,2018-04-13 3:24:58,93
2018-04-13 3:24:58,2018-04-13 3:24:59,181
2018-04-13 3:24:59,2018-04-13 3:25:00,331
2018-04-13 3:24:58,2018-04-13 3:25:03,1668
2018-04-13 3:25:00,2018-04-13 3:25:03,1022
2018-04-13 3:25:03,2018-04-13 3:25:04,316
2018-04-13 3:25:04,2018-04-13 3:25:08,737
2018-04-13 3:25:08,2018-04-13 3:25:08,47
2018-04-13 3:25:03,2018-04-13 3:25:08,1186
2018-04-13 3:25:08,2018-04-13 3:25:09,179
2018-04-13 3:25:09,2018-04-13 3:25:10,226
2018-04-13 3:25:10,2018-04-13 3:25:12,372
2018-04-13 3:25:08,2018-04-13 3:25:15,1858
2018-04-13 3:25:12,2018-04-13 3:25:15,1094
2018-04-13 3:25:15,2018-04-13 3:25:16,286
2018-04-13 3:25:16,2018-04-13 3:25:22,1803
2018-04-13 3:25:15,2018-04-13 3:25:22,2152
2018-04-13 3:25:22,2018-04-13 3:25:22,126
2018-04-13 3:25:22,2018-04-13 3:25:24,406
2018-04-13 3:25:22,2018-04-13 3:25:25,985
2018-04-13 3:25:24,2018-04-13 3:25:26,772
2018-04-13 3:25:26,2018-04-13 3:25:26,60
2018-04-13 3:25:26,2018-04-13 3:25:28,619
2018-04-13 3:25:28,2018-04-13 3:25:30,384
2018-04-13 3:25:30,2018-04-13 3:25:32,733
2018-04-13 3:25:32,2018-04-13 3:25:32,191
2018-04-13 3:25:25,2018-04-13 3:25:33,2298
2018-04-13 3:25:33,2018-04-13 3:25:33,10
2018-04-13 3:25:32,2018-04-13 3:25:34,347
2018-04-13 3:25:33,2018-04-13 3:25:35,550
2018-04-13 3:25:34,2018-04-13 3:25:35,355
2018-04-13 3:25:35,2018-04-13 3:25:35,96
2018-04-13 3:25:35,2018-04-13 3:25:35,176
2018-04-13 3:25:35,2018-04-13 3:25:37,420
2018-04-13 3:25:37,2018-04-13 3:25:39,669
2018-04-13 3:25:35,2018-04-13 3:25:41,1785
2018-04-13 3:25:41,2018-04-13 3:25:44,796
2018-04-13 3:25:44,2018-04-13 3:25:45,366
2018-04-13 3:25:45,2018-04-13 3:25:48,955
2018-04-13 3:25:39,2018-04-13 3:25:49,3105
2018-04-13 3:25:49,2018-04-13 3:25:49,63
2018-04-13 3:25:49,2018-04-13 3:25:50,127
2018-04-13 3:25:50,2018-04-13 3:25:51,460
2018-04-13 3:25:48,2018-04-13 3:25:52,1146
2018-04-13 3:25:51,2018-04-13 3:25:53,603
2018-04-13 3:25:53,2018-04-13 3:25:54,237
2018-04-13 3:25:54,2018-04-13 3:25:56,746
2018-04-13 3:25:52,2018-04-13 3:25:58,1953
2018-04-13 3:25:56,2018-04-13 3:25:59,999
2018-04-13 3:25:59,2018-04-13 3:26:01,515
2018-04-13 3:26:01,2018-04-13 3:26:03,635
2018-04-13 3:26:03,2018-04-13 3:26:07,1112
2018-04-13 3:25:58,2018-04-13 3:26:09,3122
2018-04-13 3:26:09,2018-04-13 3:26:11,591
2018-04-13 3:26:07,2018-04-13 3:26:11,1252
2018-04-13 3:26:11,2018-04-13 3:26:16,1612
2018-04-13 3:26:11,2018-04-13 3:26:17,1995
2018-04-13 3:26:16,2018-04-13 3:26:17,390
2018-04-13 3:26:17,2018-04-13 3:26:18,88
2018-04-13 3:26:17,2018-04-13 3:26:19,406
2018-04-13 3:26:19,2018-04-13 3:26:19,158
2018-04-13 3:26:18,2018-04-13 3:26:19,516
2018-04-13 3:26:19,2018-04-13 3:26:20,261
2018-04-13 3:26:19,2018-04-13 3:26:21,464
2018-04-13 3:26:20,2018-04-13 3:26:21,279
2018-04-13 3:26:21,2018-04-13 3:26:22,176
2018-04-13 3:26:22,2018-04-13 3:26:23,367
2018-04-13 3:26:23,2018-04-13 3:26:23,104
2018-04-13 3:26:23,2018-04-13 3:26:24,288
2018-04-13 3:26:24,2018-04-13 3:26:25,153
2018-04-13 3:26:25,2018-04-13 3:26:25,89
2018-04-13 3:26:25,2018-04-13 3:26:26,127
2018-04-13 3:26:21,2018-04-13 3:26:31,3161
2018-04-13 3:26:26,2018-04-13 3:26:31,1674
2018-04-13 3:26:31,2018-04-13 3:26:33,433
2018-04-13 3:26:33,2018-04-13 3:26:33,39
2018-04-13 3:26:33,2018-04-13 3:26:33,96
2018-04-13 3:26:33,2018-04-13 3:26:33,44
2018-04-13 3:26:33,2018-04-13 3:26:35,429
2018-04-13 3:26:35,2018-04-13 3:26:36,372
2018-04-13 3:26:31,2018-04-13 3:26:37,1912
2018-04-13 3:26:37,2018-04-13 3:26:38,59
2018-04-13 3:26:36,2018-04-13 3:26:38,732
2018-04-13 3:26:38,2018-04-13 3:26:38,15
2018-04-13 3:26:38,2018-04-13 3:26:39,318
2018-04-13 3:26:39,2018-04-13 3:26:40,337
2018-04-13 3:26:38,2018-04-13 3:26:40,511
2018-04-13 3:26:40,2018-04-13 3:26:42,618
2018-04-13 3:26:42,2018-04-13 3:26:43,226
2018-04-13 3:26:40,2018-04-13 3:26:43,911
2018-04-13 3:26:43,2018-04-13 3:26:44,196
2018-04-13 3:26:44,2018-04-13 3:26:46,785
2018-04-13 3:26:46,2018-04-13 3:26:47,401
2018-04-13 3:26:43,2018-04-13 3:26:50,2059
2018-04-13 3:26:47,2018-04-13 3:26:51,1140
2018-04-13 3:26:51,2018-04-13 3:26:53,697
2018-04-13 3:26:53,2018-04-13 3:26:54,174
2018-04-13 3:26:54,2018-04-13 3:26:54,271
2018-04-13 3:26:50,2018-04-13 3:26:58,2619
2018-04-13 3:26:54,2018-04-13 3:26:59,1335
2018-04-13 3:26:58,2018-04-13 3:26:59,208
2018-04-13 3:26:59,2018-04-13 3:26:59,132
2018-04-13 3:26:59,2018-04-13 3:27:00,140
2018-04-13 3:27:00,2018-04-13 3:27:01,268
2018-04-13 3:27:01,2018-04-13 3:27:05,1296
2018-04-13 3:27:05,2018-04-13 3:27:06,297
2018-04-13 3:26:59,2018-04-13 3:27:06,2227
2018-04-13 3:27:06,2018-04-13 3:27:07,355
2018-04-13 3:27:07,2018-04-13 3:27:09,426
2018-04-13 3:27:06,2018-04-13 3:27:09,951
2018-04-13 3:27:09,2018-04-13 3:27:10,105
2018-04-13 3:27:09,2018-04-13 3:27:11,691
2018-04-13 3:27:10,2018-04-13 3:27:12,532
2018-04-13 3:27:11,2018-04-13 3:27:13,619
2018-04-13 3:27:13,2018-04-13 3:27:13,79
2018-04-13 3:27:13,2018-04-13 3:27:14,91
2018-04-13 3:27:14,2018-04-13 3:27:16,758
2018-04-13 3:27:16,2018-04-13 3:27:16,32
2018-04-13 3:27:12,2018-04-13 3:27:19,2099
2018-04-13 3:27:19,2018-04-13 3:27:19,278
2018-04-13 3:27:16,2018-04-13 3:27:20,1635
2018-04-13 3:27:20,2018-04-13 3:27:20,319
2018-04-13 3:27:19,2018-04-13 3:27:20,1001
2018-04-13 3:27:20,2018-04-13 3:27:21,802
2018-04-13 3:27:21,2018-04-13 3:27:22,901
2018-04-13 3:27:22,2018-04-13 3:27:23,888
2018-04-13 3:27:23,2018-04-13 3:27:24,486
2018-04-13 3:27:20,2018-04-13 3:27:24,2797
2018-04-13 3:27:24,2018-04-13 3:27:25,573
2018-04-13 3:27:25,2018-04-13 3:27:26,538
2018-04-13 3:27:26,2018-04-13 3:27:26,251
2018-04-13 3:27:26,2018-04-13 3:27:26,289
2018-04-13 3:27:24,2018-04-13 3:27:26,1682
2018-04-13 3:27:26,2018-04-13 3:27:26,56
2018-04-13 3:27:26,2018-04-13 3:27:27,273
2018-04-13 3:27:26,2018-04-13 3:27:28,1214
2018-04-13 3:27:28,2018-04-13 3:27:28,222
2018-04-13 3:27:27,2018-04-13 3:27:29,1518
2018-04-13 3:27:29,2018-04-13 3:27:29,305
2018-04-13 3:27:29,2018-04-13 3:27:30,609
2018-04-13 3:27:28,2018-04-13 3:27:31,1841
2018-04-13 3:27:30,2018-04-13 3:27:31,1030
2018-04-13 3:27:31,2018-04-13 3:27:32,668
2018-04-13 3:27:32,2018-04-13 3:27:32,249
2018-04-13 3:27:31,2018-04-13 3:27:33,1370
2018-04-13 3:27:33,2018-04-13 3:27:33,139
2018-04-13 3:27:33,2018-04-13 3:27:34,473
2018-04-13 3:27:32,2018-04-13 3:27:34,943
2018-04-13 3:27:34,2018-04-13 3:27:34,105
2018-04-13 3:27:34,2018-04-13 3:27:36,2071
2018-04-13 3:27:34,2018-04-13 3:27:36,1776
2018-04-13 3:27:36,2018-04-13 3:27:38,1083
2018-04-13 3:27:36,2018-04-13 3:27:38,1646
2018-04-13 3:27:38,2018-04-13 3:27:38,611
2018-04-13 3:27:38,2018-04-13 3:27:39,355
2018-04-13 3:27:38,2018-04-13 3:27:41,2311
2018-04-13 3:27:41,2018-04-13 3:27:43,1138
2018-04-13 3:27:43,2018-04-13 3:27:44,345
2018-04-13 3:27:39,2018-04-13 3:27:44,3804
2018-04-13 3:27:44,2018-04-13 3:27:44,208
2018-04-13 3:27:44,2018-04-13 3:27:44,147
2018-04-13 3:27:44,2018-04-13 3:27:44,412
2018-04-13 3:27:44,2018-04-13 3:27:46,1274
2018-04-13 3:27:44,2018-04-13 3:27:46,1181
2018-04-13 3:27:46,2018-04-13 3:27:46,492
2018-04-13 3:27:46,2018-04-13 3:27:47,829
2018-04-13 3:27:47,2018-04-13 3:27:47,172
2018-04-13 3:27:46,2018-04-13 3:27:48,900
2018-04-13 3:27:47,2018-04-13 3:27:48,368
2018-04-13 3:27:48,2018-04-13 3:27:48,290
2018-04-13 3:27:48,2018-04-13 3:27:49,958
2018-04-13 3:27:49,2018-04-13 3:27:49,9
2018-04-13 3:27:48,2018-04-13 3:27:50,1685
2018-04-13 3:27:49,2018-04-13 3:27:50,503
2018-04-13 3:27:50,2018-04-13 3:27:50,230
2018-04-13 3:27:50,2018-04-13 3:27:51,448
2018-04-13 3:27:51,2018-04-13 3:27:51,29
2018-04-13 3:27:51,2018-04-13 3:27:52,1082
2018-04-13 3:27:52,2018-04-13 3:27:53,404
2018-04-13 3:27:53,2018-04-13 3:27:54,540
2018-04-13 3:27:54,2018-04-13 3:27:54,454
2018-04-13 3:27:54,2018-04-13 3:27:56,1085
2018-04-13 3:27:56,2018-04-13 3:27:56,294
2018-04-13 3:27:56,2018-04-13 3:27:58,1472
2018-04-13 3:27:50,2018-04-13 3:27:58,6237
2018-04-13 3:27:58,2018-04-13 3:27:59,330
2018-04-13 3:27:58,2018-04-13 3:27:59,424
2018-04-13 3:27:59,2018-04-13 3:28:00,614
2018-04-13 3:27:59,2018-04-13 3:28:00,1030
2018-04-13 3:28:00,2018-04-13 3:28:00,404
2018-04-13 3:28:00,2018-04-13 3:28:00,259
2018-04-13 3:28:00,2018-04-13 3:28:01,849
2018-04-13 3:28:00,2018-04-13 3:28:01,725
2018-04-13 3:28:01,2018-04-13 3:28:01,92
2018-04-13 3:28:01,2018-04-13 3:28:02,537
2018-04-13 3:28:01,2018-04-13 3:28:02,557
2018-04-13 3:28:02,2018-04-13 3:28:03,275
2018-04-13 3:28:03,2018-04-13 3:28:03,77
2018-04-13 3:28:03,2018-04-13 3:28:04,1015
2018-04-13 3:28:02,2018-04-13 3:28:05,2591
2018-04-13 3:28:05,2018-04-13 3:28:06,281
2018-04-13 3:28:04,2018-04-13 3:28:06,1436
2018-04-13 3:28:06,2018-04-13 3:28:07,646
2018-04-13 3:28:07,2018-04-13 3:28:07,201
2018-04-13 3:28:07,2018-04-13 3:28:08,565
2018-04-13 3:28:08,2018-04-13 3:28:08,535
2018-04-13 3:28:06,2018-04-13 3:28:09,2838
2018-04-13 3:28:08,2018-04-13 3:28:09,684
2018-04-13 3:28:09,2018-04-13 3:28:10,585
2018-04-13 3:28:10,2018-04-13 3:28:11,248
2018-04-13 3:28:11,2018-04-13 3:28:12,978
2018-04-13 3:28:12,2018-04-13 3:28:12,99
2018-04-13 3:28:09,2018-04-13 3:28:12,1975
2018-04-13 3:28:12,2018-04-13 3:28:12,45
2018-04-13 3:28:12,2018-04-13 3:28:13,416
2018-04-13 3:28:13,2018-04-13 3:28:13,406
2018-04-13 3:28:13,2018-04-13 3:28:13,284
2018-04-13 3:28:12,2018-04-13 3:28:14,1349
2018-04-13 3:28:13,2018-04-13 3:28:14,356
2018-04-13 3:28:14,2018-04-13 3:28:14,129
2018-04-13 3:28:14,2018-04-13 3:28:14,109
2018-04-13 3:28:14,2018-04-13 3:28:14,49
2018-04-13 3:28:14,2018-04-13 3:28:15,515
2018-04-13 3:28:15,2018-04-13 3:28:15,131
2018-04-13 3:28:15,2018-04-13 3:28:16,224
2018-04-13 3:28:16,2018-04-13 3:28:16,563
2018-04-13 3:28:16,2018-04-13 3:28:17,203
2018-04-13 3:28:17,2018-04-13 3:28:17,332
2018-04-13 3:28:14,2018-04-13 3:28:17,2596
2018-04-13 3:28:17,2018-04-13 3:28:17,61
2018-04-13 3:28:17,2018-04-13 3:28:18,359
2018-04-13 3:28:18,2018-04-13 3:28:19,775
2018-04-13 3:28:19,2018-04-13 3:28:19,391
2018-04-13 3:28:19,2018-04-13 3:28:19,230
2018-04-13 3:28:19,2018-04-13 3:28:20,101
2018-04-13 3:28:20,2018-04-13 3:28:21,713
2018-04-13 3:28:21,2018-04-13 3:28:21,175
2018-04-13 3:28:21,2018-04-13 3:28:21,249
2018-04-13 3:28:21,2018-04-13 3:28:21,198
2018-04-13 3:28:21,2018-04-13 3:28:22,293
2018-04-13 3:28:22,2018-04-13 3:28:23,841
2018-04-13 3:28:23,2018-04-13 3:28:23,369
2018-04-13 3:28:17,2018-04-13 3:28:24,4647
2018-04-13 3:28:23,2018-04-13 3:28:24,307
2018-04-13 3:28:24,2018-04-13 3:28:24,376
2018-04-13 3:28:24,2018-04-13 3:28:25,814
2018-04-13 3:28:25,2018-04-13 3:28:25,231
2018-04-13 3:28:25,2018-04-13 3:28:26,911
2018-04-13 3:28:26,2018-04-13 3:28:26,27
2018-04-13 3:28:24,2018-04-13 3:28:27,2134
2018-04-13 3:28:26,2018-04-13 3:28:27,509
2018-04-13 3:28:27,2018-04-13 3:28:28,985
2018-04-13 3:28:27,2018-04-13 3:28:28,921
2018-04-13 3:28:28,2018-04-13 3:28:30,1106
2018-04-13 3:28:30,2018-04-13 3:28:31,949
2018-04-13 3:28:31,2018-04-13 3:28:31,272
2018-04-13 3:28:31,2018-04-13 3:28:32,156
2018-04-13 3:28:32,2018-04-13 3:28:32,739
2018-04-13 3:28:33,2018-04-13 3:28:33,386
2018-04-13 3:28:33,2018-04-13 3:28:33,133
2018-04-13 3:28:33,2018-04-13 3:28:34,526
2018-04-13 3:28:34,2018-04-13 3:28:34,158
2018-04-13 3:28:34,2018-04-13 3:28:35,326
2018-04-13 3:28:35,2018-04-13 3:28:35,163
2018-04-13 3:28:35,2018-04-13 3:28:35,19
2018-04-13 3:28:35,2018-04-13 3:28:35,244
2018-04-13 3:28:28,2018-04-13 3:28:35,5455
2018-04-13 3:28:35,2018-04-13 3:28:37,1246
2018-04-13 3:28:37,2018-04-13 3:28:38,943
2018-04-13 3:28:38,2018-04-13 3:28:38,55
2018-04-13 3:28:35,2018-04-13 3:28:39,2418
2018-04-13 3:28:38,2018-04-13 3:28:39,739
2018-04-13 3:28:39,2018-04-13 3:28:40,341
2018-04-13 3:28:40,2018-04-13 3:28:41,230
2018-04-13 3:28:41,2018-04-13 3:28:41,205
2018-04-13 3:28:41,2018-04-13 3:28:42,121
2018-04-13 3:28:42,2018-04-13 3:28:44,1022
2018-04-13 3:28:44,2018-04-13 3:28:45,94
2018-04-13 3:28:39,2018-04-13 3:28:45,3018
2018-04-13 3:28:45,2018-04-13 3:28:46,297
2018-04-13 3:28:45,2018-04-13 3:28:46,1223
2018-04-13 3:28:46,2018-04-13 3:28:47,605
2018-04-13 3:28:46,2018-04-13 3:28:47,821
2018-04-13 3:28:47,2018-04-13 3:28:48,787
2018-04-13 3:28:47,2018-04-13 3:28:48,279
2018-04-13 3:28:48,2018-04-13 3:28:48,96
2018-04-13 3:28:48,2018-04-13 3:28:49,849
2018-04-13 3:28:49,2018-04-13 3:28:50,658
2018-04-13 3:28:48,2018-04-13 3:28:50,1603
2018-04-13 3:28:50,2018-04-13 3:28:50,6
2018-04-13 3:28:50,2018-04-13 3:28:50,322
2018-04-13 3:28:50,2018-04-13 3:28:52,1407
2018-04-13 3:28:52,2018-04-13 3:28:53,797
2018-04-13 3:28:50,2018-04-13 3:28:53,2440
2018-04-13 3:28:53,2018-04-13 3:28:54,548
2018-04-13 3:28:53,2018-04-13 3:28:55,851
2018-04-13 3:28:54,2018-04-13 3:28:55,1366
2018-04-13 3:28:55,2018-04-13 3:28:56,24
2018-04-13 3:28:56,2018-04-13 3:28:57,631
2018-04-13 3:28:55,2018-04-13 3:28:58,1892
2018-04-13 3:28:58,2018-04-13 3:28:59,680
2018-04-13 3:28:57,2018-04-13 3:28:59,1344
2018-04-13 3:28:59,2018-04-13 3:29:00,664
2018-04-13 3:29:00,2018-04-13 3:29:00,195
2018-04-13 3:29:00,2018-04-13 3:29:03,2182
2018-04-13 3:29:03,2018-04-13 3:29:03,116
2018-04-13 3:29:03,2018-04-13 3:29:04,679
2018-04-13 3:29:04,2018-04-13 3:29:05,852
2018-04-13 3:29:05,2018-04-13 3:29:05,7
2018-04-13 3:29:05,2018-04-13 3:29:07,1516
2018-04-13 3:29:07,2018-04-13 3:29:08,342
2018-04-13 3:29:08,2018-04-13 3:29:09,332
2018-04-13 3:28:59,2018-04-13 3:29:09,6953
2018-04-13 3:29:09,2018-04-13 3:29:09,175
2018-04-13 3:29:09,2018-04-13 3:29:11,834
2018-04-13 3:29:11,2018-04-13 3:29:12,398
2018-04-13 3:29:09,2018-04-13 3:29:13,1337
2018-04-13 3:29:13,2018-04-13 3:29:13,81
2018-04-13 3:29:12,2018-04-13 3:29:13,417
2018-04-13 3:29:13,2018-04-13 3:29:14,495
2018-04-13 3:29:14,2018-04-13 3:29:15,209
2018-04-13 3:29:15,2018-04-13 3:29:17,960
2018-04-13 3:29:17,2018-04-13 3:29:19,758
2018-04-13 3:29:19,2018-04-13 3:29:20,286
2018-04-13 3:29:20,2018-04-13 3:29:21,421
2018-04-13 3:29:21,2018-04-13 3:29:21,89
2018-04-13 3:29:21,2018-04-13 3:29:23,595
2018-04-13 3:29:13,2018-04-13 3:29:24,4112
2018-04-13 3:29:24,2018-04-13 3:29:25,330
2018-04-13 3:29:23,2018-04-13 3:29:25,891
2018-04-13 3:29:26,2018-04-13 3:29:26,291
2018-04-13 3:29:26,2018-04-13 3:29:27,280
2018-04-13 3:29:27,2018-04-13 3:29:29,486
2018-04-13 3:29:29,2018-04-13 3:29:32,1390
2018-04-13 3:29:32,2018-04-13 3:29:32,78
2018-04-13 3:29:25,2018-04-13 3:29:33,3112
2018-04-13 3:29:32,2018-04-13 3:29:34,559
2018-04-13 3:29:34,2018-04-13 3:29:35,287
2018-04-13 3:29:33,2018-04-13 3:29:37,1204
2018-04-13 3:29:35,2018-04-13 3:29:38,1372
2018-04-13 3:29:38,2018-04-13 3:29:38,45
2018-04-13 3:29:38,2018-04-13 3:29:40,554
2018-04-13 3:29:40,2018-04-13 3:29:41,590
2018-04-13 3:29:41,2018-04-13 3:29:46,1937
2018-04-13 3:29:37,2018-04-13 3:29:46,3706
2018-04-13 3:29:46,2018-04-13 3:29:47,126
2018-04-13 3:29:47,2018-04-13 3:29:48,649
2018-04-13 3:29:48,2018-04-13 3:29:49,303
