4 heuristics, new coefficients from the paper, fitness = rowsCleared - avgNumHoles - avgHeight
2018-04-13 3:19:15,2018-04-13 3:19:15,3
2018-04-13 3:19:15,2018-04-13 3:19:16,948
2018-04-13 3:19:16,2018-04-13 3:19:16,42
2018-04-13 3:19:14,2018-04-13 3:19:17,1856
2018-04-13 3:19:17,2018-04-13 3:19:17,92
2018-04-13 3:19:17,2018-04-13 3:19:17,129
2018-04-13 3:19:17,2018-04-13 3:19:17,380
2018-04-13 3:19:17,2018-04-13 3:19:18,234
2018-04-13 3:19:18,2018-04-13 3:19:18,154
2018-04-13 3:19:18,2018-04-13 3:19:18,102
2018-04-13 3:19:16,2018-04-13 3:19:18,1388
2018-04-13 3:19:18,2018-04-13 3:19:18,133
2018-04-13 3:19:18,2018-04-13 3:19:18,200
2018-04-13 3:19:18,2018-04-13 3:19:19,422
2018-04-13 3:19:19,2018-04-13 3:19:19,80
2018-04-13 3:19:19,2018-04-13 3:19:19,106
2018-04-13 3:19:19,2018-04-13 3:19:19,0
2018-04-13 3:19:19,2018-04-13 3:19:19,139
2018-04-13 3:19:19,2018-04-13 3:19:20,158
2018-04-13 3:19:18,2018-04-13 3:19:20,916
2018-04-13 3:19:20,2018-04-13 3:19:20,339
2018-04-13 3:19:20,2018-04-13 3:19:21,627
2018-04-13 3:19:20,2018-04-13 3:19:21,783
2018-04-13 3:19:21,2018-04-13 3:19:21,158
2018-04-13 3:19:21,2018-04-13 3:19:22,188
2018-04-13 3:19:22,2018-04-13 3:19:22,243
2018-04-13 3:19:22,2018-04-13 3:19:22,99
2018-04-13 3:19:22,2018-04-13 3:19:23,763
2018-04-13 3:19:21,2018-04-13 3:19:23,1942
2018-04-13 3:19:23,2018-04-13 3:19:24,96
2018-04-13 3:19:24,2018-04-13 3:19:24,355
2018-04-13 3:19:23,2018-04-13 3:19:24,669
2018-04-13 3:19:24,2018-04-13 3:19:24,245
2018-04-13 3:19:24,2018-04-13 3:19:25,277
2018-04-13 3:19:25,2018-04-13 3:19:25,107
2018-04-13 3:19:24,2018-04-13 3:19:26,1013
2018-04-13 3:19:26,2018-04-13 3:19:26,177
2018-04-13 3:19:26,2018-04-13 3:19:26,229
2018-04-13 3:19:26,2018-04-13 3:19:26,0
2018-04-13 3:19:26,2018-04-13 3:19:27,520
2018-04-13 3:19:25,2018-04-13 3:19:28,2668
2018-04-13 3:19:28,2018-04-13 3:19:29,385
2018-04-13 3:19:27,2018-04-13 3:19:29,1602
2018-04-13 3:19:29,2018-04-13 3:19:30,980
2018-04-13 3:19:30,2018-04-13 3:19:31,608
2018-04-13 3:19:31,2018-04-13 3:19:32,318
2018-04-13 3:19:32,2018-04-13 3:19:32,118
2018-04-13 3:19:32,2018-04-13 3:19:32,0
2018-04-13 3:19:32,2018-04-13 3:19:33,470
2018-04-13 3:19:33,2018-04-13 3:19:33,254
2018-04-13 3:19:33,2018-04-13 3:19:33,0
2018-04-13 3:19:33,2018-04-13 3:19:33,329
2018-04-13 3:19:33,2018-04-13 3:19:34,432
2018-04-13 3:19:29,2018-04-13 3:19:34,3650
2018-04-13 3:19:34,2018-04-13 3:19:34,274
2018-04-13 3:19:34,2018-04-13 3:19:34,62
2018-04-13 3:19:34,2018-04-13 3:19:35,333
2018-04-13 3:19:34,2018-04-13 3:19:35,64
2018-04-13 3:19:35,2018-04-13 3:19:36,951
2018-04-13 3:19:36,2018-04-13 3:19:36,0
2018-04-13 3:19:36,2018-04-13 3:19:36,175
2018-04-13 3:19:36,2018-04-13 3:19:36,186
2018-04-13 3:19:36,2018-04-13 3:19:38,1426
2018-04-13 3:19:38,2018-04-13 3:19:39,274
2018-04-13 3:19:39,2018-04-13 3:19:39,410
2018-04-13 3:19:35,2018-04-13 3:19:40,3678
2018-04-13 3:19:39,2018-04-13 3:19:41,980
2018-04-13 3:19:41,2018-04-13 3:19:41,0
2018-04-13 3:19:41,2018-04-13 3:19:41,101
2018-04-13 3:19:41,2018-04-13 3:19:41,142
2018-04-13 3:19:41,2018-04-13 3:19:42,298
2018-04-13 3:19:42,2018-04-13 3:19:43,746
2018-04-13 3:19:43,2018-04-13 3:19:43,322
2018-04-13 3:19:43,2018-04-13 3:19:43,14
2018-04-13 3:19:40,2018-04-13 3:19:43,2730
2018-04-13 3:19:43,2018-04-13 3:19:44,548
2018-04-13 3:19:44,2018-04-13 3:19:44,474
2018-04-13 3:19:44,2018-04-13 3:19:45,119
2018-04-13 3:19:45,2018-04-13 3:19:45,122
2018-04-13 3:19:45,2018-04-13 3:19:45,43
2018-04-13 3:19:45,2018-04-13 3:19:46,753
2018-04-13 3:19:46,2018-04-13 3:19:46,0
2018-04-13 3:19:46,2018-04-13 3:19:46,0
2018-04-13 3:19:46,2018-04-13 3:19:46,405
2018-04-13 3:19:46,2018-04-13 3:19:47,142
2018-04-13 3:19:47,2018-04-13 3:19:47,254
2018-04-13 3:19:43,2018-04-13 3:19:47,3037
2018-04-13 3:19:47,2018-04-13 3:19:47,274
2018-04-13 3:19:47,2018-04-13 3:19:48,342
2018-04-13 3:19:48,2018-04-13 3:19:48,187
2018-04-13 3:19:48,2018-04-13 3:19:49,375
2018-04-13 3:19:49,2018-04-13 3:19:50,373
2018-04-13 3:19:50,2018-04-13 3:19:50,11
2018-04-13 3:19:47,2018-04-13 3:19:51,1751
2018-04-13 3:19:50,2018-04-13 3:19:51,511
2018-04-13 3:19:51,2018-04-13 3:19:51,45
2018-04-13 3:19:51,2018-04-13 3:19:51,283
2018-04-13 3:19:51,2018-04-13 3:19:51,0
2018-04-13 3:19:51,2018-04-13 3:19:51,537
2018-04-13 3:19:51,2018-04-13 3:19:51,168
2018-04-13 3:19:51,2018-04-13 3:19:52,720
2018-04-13 3:19:52,2018-04-13 3:19:53,54
2018-04-13 3:19:51,2018-04-13 3:19:53,929
2018-04-13 3:19:53,2018-04-13 3:19:53,124
2018-04-13 3:19:53,2018-04-13 3:19:53,145
2018-04-13 3:19:53,2018-04-13 3:19:53,374
2018-04-13 3:19:53,2018-04-13 3:19:54,950
2018-04-13 3:19:54,2018-04-13 3:19:55,519
2018-04-13 3:19:55,2018-04-13 3:19:55,368
2018-04-13 3:19:55,2018-04-13 3:19:56,115
2018-04-13 3:19:56,2018-04-13 3:19:57,661
2018-04-13 3:19:57,2018-04-13 3:19:57,97
2018-04-13 3:19:57,2018-04-13 3:19:57,89
2018-04-13 3:19:53,2018-04-13 3:19:57,2733
2018-04-13 3:19:57,2018-04-13 3:19:57,234
2018-04-13 3:19:57,2018-04-13 3:19:57,85
2018-04-13 3:19:57,2018-04-13 3:19:58,281
2018-04-13 3:19:57,2018-04-13 3:19:58,205
2018-04-13 3:19:58,2018-04-13 3:19:58,315
2018-04-13 3:19:58,2018-04-13 3:19:58,0
2018-04-13 3:19:58,2018-04-13 3:19:59,726
2018-04-13 3:19:58,2018-04-13 3:19:59,448
2018-04-13 3:19:59,2018-04-13 3:19:59,155
2018-04-13 3:19:59,2018-04-13 3:20:00,979
2018-04-13 3:19:59,2018-04-13 3:20:01,1500
2018-04-13 3:20:00,2018-04-13 3:20:01,533
2018-04-13 3:20:01,2018-04-13 3:20:01,208
2018-04-13 3:20:01,2018-04-13 3:20:01,0
2018-04-13 3:20:01,2018-04-13 3:20:02,1141
2018-04-13 3:20:01,2018-04-13 3:20:02,719
2018-04-13 3:20:02,2018-04-13 3:20:04,1308
2018-04-13 3:20:04,2018-04-13 3:20:04,209
2018-04-13 3:20:02,2018-04-13 3:20:04,1594
2018-04-13 3:20:04,2018-04-13 3:20:05,694
2018-04-13 3:20:04,2018-04-13 3:20:06,1338
2018-04-13 3:20:06,2018-04-13 3:20:06,233
2018-04-13 3:20:06,2018-04-13 3:20:07,347
2018-04-13 3:20:07,2018-04-13 3:20:07,307
2018-04-13 3:20:05,2018-04-13 3:20:08,2037
2018-04-13 3:20:08,2018-04-13 3:20:09,253
2018-04-13 3:20:07,2018-04-13 3:20:10,1711
2018-04-13 3:20:10,2018-04-13 3:20:11,942
2018-04-13 3:20:11,2018-04-13 3:20:11,111
2018-04-13 3:20:11,2018-04-13 3:20:11,104
2018-04-13 3:20:11,2018-04-13 3:20:14,1889
2018-04-13 3:20:09,2018-04-13 3:20:14,3812
2018-04-13 3:20:14,2018-04-13 3:20:15,417
2018-04-13 3:20:14,2018-04-13 3:20:15,505
2018-04-13 3:20:15,2018-04-13 3:20:15,189
2018-04-13 3:20:15,2018-04-13 3:20:15,117
2018-04-13 3:20:15,2018-04-13 3:20:15,52
2018-04-13 3:20:15,2018-04-13 3:20:16,449
2018-04-13 3:20:15,2018-04-13 3:20:16,824
2018-04-13 3:20:16,2018-04-13 3:20:17,1019
2018-04-13 3:20:16,2018-04-13 3:20:17,1178
2018-04-13 3:20:17,2018-04-13 3:20:18,977
2018-04-13 3:20:17,2018-04-13 3:20:19,1058
2018-04-13 3:20:19,2018-04-13 3:20:19,193
2018-04-13 3:20:19,2018-04-13 3:20:19,173
2018-04-13 3:20:19,2018-04-13 3:20:20,240
2018-04-13 3:20:20,2018-04-13 3:20:20,400
2018-04-13 3:20:20,2018-04-13 3:20:21,903
2018-04-13 3:20:21,2018-04-13 3:20:22,296
2018-04-13 3:20:22,2018-04-13 3:20:22,142
2018-04-13 3:20:22,2018-04-13 3:20:23,405
2018-04-13 3:20:23,2018-04-13 3:20:23,275
2018-04-13 3:20:23,2018-04-13 3:20:25,1236
2018-04-13 3:20:25,2018-04-13 3:20:25,0
2018-04-13 3:20:18,2018-04-13 3:20:25,4463
2018-04-13 3:20:25,2018-04-13 3:20:25,44
2018-04-13 3:20:25,2018-04-13 3:20:25,322
2018-04-13 3:20:25,2018-04-13 3:20:25,162
2018-04-13 3:20:25,2018-04-13 3:20:26,841
2018-04-13 3:20:25,2018-04-13 3:20:26,607
2018-04-13 3:20:26,2018-04-13 3:20:26,470
2018-04-13 3:20:26,2018-04-13 3:20:27,371
2018-04-13 3:20:27,2018-04-13 3:20:27,73
2018-04-13 3:20:27,2018-04-13 3:20:27,171
2018-04-13 3:20:27,2018-04-13 3:20:28,350
2018-04-13 3:20:28,2018-04-13 3:20:29,1009
2018-04-13 3:20:29,2018-04-13 3:20:29,427
2018-04-13 3:20:29,2018-04-13 3:20:30,136
2018-04-13 3:20:30,2018-04-13 3:20:30,151
2018-04-13 3:20:30,2018-04-13 3:20:30,55
2018-04-13 3:20:26,2018-04-13 3:20:31,3605
2018-04-13 3:20:30,2018-04-13 3:20:32,1576
2018-04-13 3:20:32,2018-04-13 3:20:32,153
2018-04-13 3:20:32,2018-04-13 3:20:33,370
2018-04-13 3:20:33,2018-04-13 3:20:33,87
2018-04-13 3:20:33,2018-04-13 3:20:33,243
2018-04-13 3:20:33,2018-04-13 3:20:34,732
2018-04-13 3:20:34,2018-04-13 3:20:34,53
2018-04-13 3:20:32,2018-04-13 3:20:34,2084
2018-04-13 3:20:34,2018-04-13 3:20:36,797
2018-04-13 3:20:36,2018-04-13 3:20:36,88
2018-04-13 3:20:36,2018-04-13 3:20:36,28
2018-04-13 3:20:34,2018-04-13 3:20:36,1314
2018-04-13 3:20:36,2018-04-13 3:20:37,557
2018-04-13 3:20:37,2018-04-13 3:20:37,64
2018-04-13 3:20:37,2018-04-13 3:20:37,458
2018-04-13 3:20:37,2018-04-13 3:20:37,78
2018-04-13 3:20:37,2018-04-13 3:20:38,768
2018-04-13 3:20:38,2018-04-13 3:20:39,210
2018-04-13 3:20:39,2018-04-13 3:20:40,1011
2018-04-13 3:20:40,2018-04-13 3:20:40,79
2018-04-13 3:20:40,2018-04-13 3:20:41,881
2018-04-13 3:20:36,2018-04-13 3:20:43,4927
2018-04-13 3:20:43,2018-04-13 3:20:43,245
2018-04-13 3:20:43,2018-04-13 3:20:44,162
2018-04-13 3:20:41,2018-04-13 3:20:44,1699
2018-04-13 3:20:44,2018-04-13 3:20:44,257
2018-04-13 3:20:44,2018-04-13 3:20:45,332
2018-04-13 3:20:44,2018-04-13 3:20:45,959
2018-04-13 3:20:45,2018-04-13 3:20:45,318
2018-04-13 3:20:45,2018-04-13 3:20:46,551
2018-04-13 3:20:46,2018-04-13 3:20:46,14
2018-04-13 3:20:46,2018-04-13 3:20:47,676
2018-04-13 3:20:45,2018-04-13 3:20:48,2052
2018-04-13 3:20:48,2018-04-13 3:20:48,338
2018-04-13 3:20:47,2018-04-13 3:20:48,1093
2018-04-13 3:20:48,2018-04-13 3:20:48,15
2018-04-13 3:20:48,2018-04-13 3:20:49,166
2018-04-13 3:20:49,2018-04-13 3:20:49,162
2018-04-13 3:20:49,2018-04-13 3:20:50,451
2018-04-13 3:20:48,2018-04-13 3:20:50,1313
2018-04-13 3:20:50,2018-04-13 3:20:51,819
2018-04-13 3:20:51,2018-04-13 3:20:51,132
2018-04-13 3:20:50,2018-04-13 3:20:52,1597
2018-04-13 3:20:52,2018-04-13 3:20:54,1642
2018-04-13 3:20:54,2018-04-13 3:20:54,8
2018-04-13 3:20:54,2018-04-13 3:20:56,1154
2018-04-13 3:20:51,2018-04-13 3:20:56,3356
2018-04-13 3:20:56,2018-04-13 3:20:57,827
2018-04-13 3:20:56,2018-04-13 3:20:57,341
2018-04-13 3:20:57,2018-04-13 3:20:57,454
2018-04-13 3:20:57,2018-04-13 3:20:57,551
2018-04-13 3:20:57,2018-04-13 3:20:59,1354
2018-04-13 3:20:57,2018-04-13 3:20:59,1617
2018-04-13 3:20:59,2018-04-13 3:20:59,7
2018-04-13 3:20:59,2018-04-13 3:20:59,101
2018-04-13 3:20:59,2018-04-13 3:21:00,832
2018-04-13 3:21:00,2018-04-13 3:21:01,8
2018-04-13 3:21:01,2018-04-13 3:21:01,435
2018-04-13 3:21:01,2018-04-13 3:21:04,1972
2018-04-13 3:21:04,2018-04-13 3:21:04,2
2018-04-13 3:20:59,2018-04-13 3:21:04,3739
2018-04-13 3:21:04,2018-04-13 3:21:05,534
2018-04-13 3:21:04,2018-04-13 3:21:05,206
2018-04-13 3:21:05,2018-04-13 3:21:06,1016
2018-04-13 3:21:05,2018-04-13 3:21:06,876
2018-04-13 3:21:06,2018-04-13 3:21:06,117
2018-04-13 3:21:06,2018-04-13 3:21:06,165
2018-04-13 3:21:06,2018-04-13 3:21:06,164
2018-04-13 3:21:06,2018-04-13 3:21:06,144
2018-04-13 3:21:06,2018-04-13 3:21:08,883
2018-04-13 3:21:06,2018-04-13 3:21:08,1069
2018-04-13 3:21:08,2018-04-13 3:21:09,800
2018-04-13 3:21:09,2018-04-13 3:21:09,0
2018-04-13 3:21:08,2018-04-13 3:21:10,1519
2018-04-13 3:21:09,2018-04-13 3:21:10,979
2018-04-13 3:21:10,2018-04-13 3:21:10,157
2018-04-13 3:21:10,2018-04-13 3:21:11,660
2018-04-13 3:21:10,2018-04-13 3:21:11,332
2018-04-13 3:21:11,2018-04-13 3:21:11,91
2018-04-13 3:21:11,2018-04-13 3:21:12,858
2018-04-13 3:21:12,2018-04-13 3:21:13,385
2018-04-13 3:21:13,2018-04-13 3:21:13,0
2018-04-13 3:21:11,2018-04-13 3:21:13,1481
2018-04-13 3:21:13,2018-04-13 3:21:13,95
2018-04-13 3:21:13,2018-04-13 3:21:13,76
2018-04-13 3:21:13,2018-04-13 3:21:14,730
2018-04-13 3:21:14,2018-04-13 3:21:14,91
2018-04-13 3:21:14,2018-04-13 3:21:14,146
2018-04-13 3:21:14,2018-04-13 3:21:14,58
2018-04-13 3:21:14,2018-04-13 3:21:15,377
2018-04-13 3:21:13,2018-04-13 3:21:15,1672
2018-04-13 3:21:15,2018-04-13 3:21:16,471
2018-04-13 3:21:16,2018-04-13 3:21:16,53
2018-04-13 3:21:16,2018-04-13 3:21:16,47
2018-04-13 3:21:16,2018-04-13 3:21:16,61
2018-04-13 3:21:16,2018-04-13 3:21:16,402
2018-04-13 3:21:16,2018-04-13 3:21:17,349
2018-04-13 3:21:17,2018-04-13 3:21:17,81
2018-04-13 3:21:15,2018-04-13 3:21:18,1985
2018-04-13 3:21:17,2018-04-13 3:21:18,483
2018-04-13 3:21:18,2018-04-13 3:21:18,255
2018-04-13 3:21:18,2018-04-13 3:21:18,144
2018-04-13 3:21:18,2018-04-13 3:21:18,481
2018-04-13 3:21:18,2018-04-13 3:21:19,168
2018-04-13 3:21:19,2018-04-13 3:21:19,214
2018-04-13 3:21:19,2018-04-13 3:21:19,37
2018-04-13 3:21:19,2018-04-13 3:21:19,212
2018-04-13 3:21:18,2018-04-13 3:21:20,1011
2018-04-13 3:21:19,2018-04-13 3:21:20,813
2018-04-13 3:21:20,2018-04-13 3:21:20,0
2018-04-13 3:21:20,2018-04-13 3:21:20,411
2018-04-13 3:21:20,2018-04-13 3:21:21,168
2018-04-13 3:21:20,2018-04-13 3:21:21,272
2018-04-13 3:21:21,2018-04-13 3:21:21,158
2018-04-13 3:21:21,2018-04-13 3:21:21,70
2018-04-13 3:21:21,2018-04-13 3:21:21,104
2018-04-13 3:21:21,2018-04-13 3:21:23,1627
2018-04-13 3:21:23,2018-04-13 3:21:24,300
2018-04-13 3:21:24,2018-04-13 3:21:24,16
2018-04-13 3:21:24,2018-04-13 3:21:24,130
2018-04-13 3:21:24,2018-04-13 3:21:25,585
2018-04-13 3:21:25,2018-04-13 3:21:26,766
2018-04-13 3:21:26,2018-04-13 3:21:26,285
2018-04-13 3:21:26,2018-04-13 3:21:27,455
2018-04-13 3:21:27,2018-04-13 3:21:27,146
2018-04-13 3:21:27,2018-04-13 3:21:29,1312
2018-04-13 3:21:29,2018-04-13 3:21:29,125
2018-04-13 3:21:29,2018-04-13 3:21:29,167
2018-04-13 3:21:29,2018-04-13 3:21:30,287
2018-04-13 3:21:30,2018-04-13 3:21:31,1151
2018-04-13 3:21:31,2018-04-13 3:21:32,322
2018-04-13 3:21:32,2018-04-13 3:21:32,147
2018-04-13 3:21:21,2018-04-13 3:21:32,8448
2018-04-13 3:21:32,2018-04-13 3:21:33,359
2018-04-13 3:21:32,2018-04-13 3:21:34,1906
2018-04-13 3:21:34,2018-04-13 3:21:35,109
2018-04-13 3:21:35,2018-04-13 3:21:35,136
2018-04-13 3:21:33,2018-04-13 3:21:35,1617
2018-04-13 3:21:35,2018-04-13 3:21:35,203
2018-04-13 3:21:35,2018-04-13 3:21:35,57
2018-04-13 3:21:35,2018-04-13 3:21:35,564
2018-04-13 3:21:35,2018-04-13 3:21:36,161
2018-04-13 3:21:35,2018-04-13 3:21:37,852
2018-04-13 3:21:37,2018-04-13 3:21:37,417
2018-04-13 3:21:37,2018-04-13 3:21:38,247
2018-04-13 3:21:38,2018-04-13 3:21:38,396
2018-04-13 3:21:38,2018-04-13 3:21:38,103
2018-04-13 3:21:38,2018-04-13 3:21:39,668
2018-04-13 3:21:39,2018-04-13 3:21:40,403
2018-04-13 3:21:36,2018-04-13 3:21:40,3150
2018-04-13 3:21:40,2018-04-13 3:21:41,554
2018-04-13 3:21:41,2018-04-13 3:21:42,953
2018-04-13 3:21:42,2018-04-13 3:21:44,1524
2018-04-13 3:21:44,2018-04-13 3:21:44,328
2018-04-13 3:21:44,2018-04-13 3:21:45,183
2018-04-13 3:21:40,2018-04-13 3:21:45,3496
2018-04-13 3:21:45,2018-04-13 3:21:45,681
2018-04-13 3:21:45,2018-04-13 3:21:46,280
2018-04-13 3:21:46,2018-04-13 3:21:47,546
2018-04-13 3:21:45,2018-04-13 3:21:47,1958
2018-04-13 3:21:47,2018-04-13 3:21:47,83
2018-04-13 3:21:47,2018-04-13 3:21:48,784
2018-04-13 3:21:48,2018-04-13 3:21:48,375
2018-04-13 3:21:47,2018-04-13 3:21:48,582
2018-04-13 3:21:48,2018-04-13 3:21:49,388
2018-04-13 3:21:49,2018-04-13 3:21:49,159
2018-04-13 3:21:49,2018-04-13 3:21:50,1253
2018-04-13 3:21:48,2018-04-13 3:21:51,2245
2018-04-13 3:21:50,2018-04-13 3:21:52,886
2018-04-13 3:21:51,2018-04-13 3:21:53,1196
2018-04-13 3:21:52,2018-04-13 3:21:54,1821
2018-04-13 3:21:54,2018-04-13 3:21:55,806
2018-04-13 3:21:53,2018-04-13 3:21:56,2276
2018-04-13 3:21:56,2018-04-13 3:21:56,227
2018-04-13 3:21:55,2018-04-13 3:21:56,612
2018-04-13 3:21:56,2018-04-13 3:21:57,501
2018-04-13 3:21:57,2018-04-13 3:21:57,114
2018-04-13 3:21:57,2018-04-13 3:21:57,202
2018-04-13 3:21:57,2018-04-13 3:21:58,299
2018-04-13 3:21:58,2018-04-13 3:21:58,304
2018-04-13 3:21:58,2018-04-13 3:21:59,413
2018-04-13 3:21:56,2018-04-13 3:21:59,1851
2018-04-13 3:21:59,2018-04-13 3:21:59,312
2018-04-13 3:21:59,2018-04-13 3:21:59,492
2018-04-13 3:21:59,2018-04-13 3:21:59,266
2018-04-13 3:21:59,2018-04-13 3:22:00,297
2018-04-13 3:21:59,2018-04-13 3:22:00,626
2018-04-13 3:22:00,2018-04-13 3:22:00,371
2018-04-13 3:22:00,2018-04-13 3:22:01,369
2018-04-13 3:22:01,2018-04-13 3:22:01,184
2018-04-13 3:22:00,2018-04-13 3:22:01,767
2018-04-13 3:22:01,2018-04-13 3:22:02,321
2018-04-13 3:22:02,2018-04-13 3:22:04,414
2018-04-13 3:22:01,2018-04-13 3:22:05,833
2018-04-13 3:22:04,2018-04-13 3:22:05,374
2018-04-13 3:22:05,2018-04-13 3:22:06,240
2018-04-13 3:22:05,2018-04-13 3:22:07,587
2018-04-13 3:22:07,2018-04-13 3:22:08,209
2018-04-13 3:22:06,2018-04-13 3:22:09,959
2018-04-13 3:22:08,2018-04-13 3:22:09,430
2018-04-13 3:22:09,2018-04-13 3:22:10,101
2018-04-13 3:22:09,2018-04-13 3:22:10,393
2018-04-13 3:22:10,2018-04-13 3:22:10,224
2018-04-13 3:22:10,2018-04-13 3:22:11,257
2018-04-13 3:22:10,2018-04-13 3:22:12,760
2018-04-13 3:22:11,2018-04-13 3:22:13,799
2018-04-13 3:22:12,2018-04-13 3:22:14,534
2018-04-13 3:22:13,2018-04-13 3:22:15,544
2018-04-13 3:22:15,2018-04-13 3:22:19,1502
2018-04-13 3:22:19,2018-04-13 3:22:21,752
2018-04-13 3:22:21,2018-04-13 3:22:22,327
2018-04-13 3:22:14,2018-04-13 3:22:22,3120
2018-04-13 3:22:22,2018-04-13 3:22:22,195
2018-04-13 3:22:22,2018-04-13 3:22:24,1580
2018-04-13 3:22:24,2018-04-13 3:22:24,537
2018-04-13 3:22:22,2018-04-13 3:22:25,2627
2018-04-13 3:22:24,2018-04-13 3:22:26,1168
2018-04-13 3:22:26,2018-04-13 3:22:26,167
2018-04-13 3:22:26,2018-04-13 3:22:26,98
2018-04-13 3:22:26,2018-04-13 3:22:27,393
2018-04-13 3:22:27,2018-04-13 3:22:27,415
2018-04-13 3:22:27,2018-04-13 3:22:28,157
2018-04-13 3:22:28,2018-04-13 3:22:28,268
2018-04-13 3:22:28,2018-04-13 3:22:29,621
2018-04-13 3:22:25,2018-04-13 3:22:29,2780
2018-04-13 3:22:29,2018-04-13 3:22:29,288
2018-04-13 3:22:29,2018-04-13 3:22:31,1067
2018-04-13 3:22:31,2018-04-13 3:22:31,39
2018-04-13 3:22:31,2018-04-13 3:22:32,719
2018-04-13 3:22:32,2018-04-13 3:22:35,1250
2018-04-13 3:22:35,2018-04-13 3:22:35,137
2018-04-13 3:22:29,2018-04-13 3:22:35,3306
2018-04-13 3:22:35,2018-04-13 3:22:37,1786
2018-04-13 3:22:35,2018-04-13 3:22:38,1861
2018-04-13 3:22:38,2018-04-13 3:22:39,698
2018-04-13 3:22:39,2018-04-13 3:22:39,9
2018-04-13 3:22:37,2018-04-13 3:22:40,2018
2018-04-13 3:22:40,2018-04-13 3:22:41,590
2018-04-13 3:22:41,2018-04-13 3:22:42,606
2018-04-13 3:22:42,2018-04-13 3:22:43,1052
2018-04-13 3:22:43,2018-04-13 3:22:44,325
2018-04-13 3:22:44,2018-04-13 3:22:46,1181
2018-04-13 3:22:46,2018-04-13 3:22:47,425
2018-04-13 3:22:39,2018-04-13 3:22:47,5734
2018-04-13 3:22:47,2018-04-13 3:22:48,98
2018-04-13 3:22:47,2018-04-13 3:22:48,948
2018-04-13 3:22:48,2018-04-13 3:22:49,90
2018-04-13 3:22:49,2018-04-13 3:22:50,974
2018-04-13 3:22:50,2018-04-13 3:22:51,97
2018-04-13 3:22:48,2018-04-13 3:22:51,2056
2018-04-13 3:22:51,2018-04-13 3:22:51,390
2018-04-13 3:22:51,2018-04-13 3:22:52,296
2018-04-13 3:22:52,2018-04-13 3:22:52,83
2018-04-13 3:22:52,2018-04-13 3:22:52,102
2018-04-13 3:22:52,2018-04-13 3:22:52,102
2018-04-13 3:22:51,2018-04-13 3:22:52,915
2018-04-13 3:22:52,2018-04-13 3:22:53,803
2018-04-13 3:22:52,2018-04-13 3:22:54,1000
2018-04-13 3:22:53,2018-04-13 3:22:54,498
2018-04-13 3:22:54,2018-04-13 3:22:54,191
2018-04-13 3:22:54,2018-04-13 3:22:54,224
2018-04-13 3:22:54,2018-04-13 3:22:55,746
2018-04-13 3:22:54,2018-04-13 3:22:56,1069
2018-04-13 3:22:56,2018-04-13 3:22:56,241
2018-04-13 3:22:56,2018-04-13 3:22:56,172
2018-04-13 3:22:56,2018-04-13 3:22:57,85
2018-04-13 3:22:57,2018-04-13 3:22:57,307
2018-04-13 3:22:55,2018-04-13 3:22:57,1673
2018-04-13 3:22:57,2018-04-13 3:22:57,40
2018-04-13 3:22:57,2018-04-13 3:22:58,323
2018-04-13 3:22:57,2018-04-13 3:22:58,762
2018-04-13 3:22:58,2018-04-13 3:22:58,299
2018-04-13 3:22:58,2018-04-13 3:22:59,854
2018-04-13 3:22:58,2018-04-13 3:22:59,211
2018-04-13 3:22:59,2018-04-13 3:23:00,564
2018-04-13 3:23:00,2018-04-13 3:23:00,45
2018-04-13 3:22:59,2018-04-13 3:23:00,1214
2018-04-13 3:23:00,2018-04-13 3:23:01,731
2018-04-13 3:23:00,2018-04-13 3:23:01,320
2018-04-13 3:23:01,2018-04-13 3:23:01,190
2018-04-13 3:23:01,2018-04-13 3:23:01,136
2018-04-13 3:23:01,2018-04-13 3:23:02,631
2018-04-13 3:23:02,2018-04-13 3:23:02,204
2018-04-13 3:23:02,2018-04-13 3:23:02,138
2018-04-13 3:23:01,2018-04-13 3:23:03,1193
2018-04-13 3:23:02,2018-04-13 3:23:03,370
2018-04-13 3:23:03,2018-04-13 3:23:03,426
2018-04-13 3:23:03,2018-04-13 3:23:04,1020
2018-04-13 3:23:04,2018-04-13 3:23:05,456
2018-04-13 3:23:05,2018-04-13 3:23:05,546
2018-04-13 3:23:05,2018-04-13 3:23:06,158
2018-04-13 3:23:06,2018-04-13 3:23:07,1012
2018-04-13 3:23:07,2018-04-13 3:23:09,1472
2018-04-13 3:23:03,2018-04-13 3:23:09,4379
2018-04-13 3:23:09,2018-04-13 3:23:09,232
2018-04-13 3:23:09,2018-04-13 3:23:09,236
2018-04-13 3:23:09,2018-04-13 3:23:10,602
2018-04-13 3:23:09,2018-04-13 3:23:10,513
2018-04-13 3:23:10,2018-04-13 3:23:10,312
2018-04-13 3:23:10,2018-04-13 3:23:10,239
2018-04-13 3:23:10,2018-04-13 3:23:11,191
2018-04-13 3:23:11,2018-04-13 3:23:11,78
2018-04-13 3:23:11,2018-04-13 3:23:12,701
2018-04-13 3:23:12,2018-04-13 3:23:12,525
2018-04-13 3:23:12,2018-04-13 3:23:13,373
2018-04-13 3:23:10,2018-04-13 3:23:14,2421
2018-04-13 3:23:13,2018-04-13 3:23:14,753
2018-04-13 3:23:14,2018-04-13 3:23:14,245
2018-04-13 3:23:14,2018-04-13 3:23:17,1903
2018-04-13 3:23:17,2018-04-13 3:23:17,467
