04-16-17.56.02,04-16-17.56.02,67.56989247311827,106.70967741935483,weights,-0.5725491982751287,0.15407980443529845,0.29272853966337187,-0.3566008872616233,-0.44737063677227007,rows,0.0
04-16-17.56.02,04-16-17.56.02,17.51260504201681,67.05882352941177,weights,-0.6218717559365463,-0.8310056368385339,-0.7910356565928063,0.6947782702675367,0.7199503953258455,rows,0.0
04-16-17.56.02,04-16-17.56.02,21.251184834123222,101.03317535545024,weights,0.2516982544327744,0.30246088826671924,0.9155375709021305,-0.15365363005207122,-0.6026497576995202,rows,1.2
04-16-17.56.02,04-16-17.56.03,8.76595744680851,87.80496453900709,weights,0.257770424005626,-0.5579867097432236,0.5777264015091503,0.46127829278334676,0.6021730820290225,rows,28.4
04-16-17.56.03,04-16-17.56.03,6.579646017699115,91.8716814159292,weights,0.5766759279541289,-0.4058170033048061,0.46833034987431366,-0.0695508251053667,0.20894410359137816,rows,1.4
04-16-17.56.03,04-16-17.56.03,29.625,102.0340909090909,weights,0.3389501366835519,-0.39208302628010805,0.7615247530958917,-0.5012353691859199,-0.1854365886727949,rows,0.0
04-16-17.56.03,04-16-17.56.03,11.24311377245509,89.21676646706587,weights,0.8737076635156698,0.3229735821809889,0.8025027219748702,0.46703208542649643,0.6682927081862571,rows,49.8
04-16-17.56.03,04-16-17.56.03,42.65853658536585,80.21951219512195,weights,-0.29131174314320596,-0.5885460235444053,-0.14666300534486543,0.19312348825220105,0.3550323417121124,rows,0.0
04-16-17.56.03,04-16-17.56.03,70.51190476190476,106.51190476190476,weights,-0.8267091735390666,-0.7124342080289412,-0.05595658532108394,-0.7192128656222954,0.5667564791700399,rows,0.0
04-16-17.56.03,04-16-17.56.03,63.17283950617284,97.54320987654322,weights,-0.8390016159043441,0.13272253241828125,-0.9637958788063279,0.29991794126950655,-0.8685446545092372,rows,0.0
04-16-17.56.03,04-16-17.56.04,9.026022304832713,107.93308550185874,weights,0.35430760190892574,0.8064768851144042,0.002291537283211298,-0.12277887876317961,0.3216007607516569,rows,4.6
04-16-17.56.04,04-16-17.56.04,66.51282051282051,99.58974358974359,weights,-0.38505561471212424,0.08115258222815669,-0.38914467221774407,-0.013921316865820765,-0.9286621071754626,rows,0.0
04-16-17.56.04,04-16-17.56.04,72.50602409638554,107.78313253012048,weights,-0.6876574842962699,-0.9517960817360225,-0.13393446706333978,-0.38961523120871133,-0.7641145887367597,rows,0.0
04-16-17.56.04,04-16-17.56.04,30.625,102.15178571428571,weights,-0.9720767319506849,0.9023713151678989,0.6660809964167425,0.9267264082159326,-0.5231706802716785,rows,4.2
04-16-17.56.04,04-16-17.56.04,5.395061728395062,82.37037037037037,weights,-0.3382914210630503,-0.2730550468113022,0.2109052165047196,0.9163845004800619,-0.7917995971866962,rows,9.8
04-16-17.56.04,04-16-17.56.04,13.44741532976827,102.58823529411765,weights,-0.28243442837359134,-0.10252402479087053,0.20563480436154613,0.4632909915539092,0.6517566740539884,rows,27.8
04-16-17.56.04,04-16-17.56.04,24.282208588957054,91.31288343558282,weights,0.09648734547560389,0.7159096779371223,-0.6256272759790356,0.0026301980238638833,0.19333431213974683,rows,0.6
04-16-17.56.04,04-16-17.56.04,16.89877300613497,101.38343558282209,weights,-0.3674032707320378,-0.28755885481845844,0.7349009470828047,0.5497945764648542,-0.4206953115590062,rows,9.8
04-16-17.56.04,04-16-17.56.05,20.602316602316602,100.62548262548262,weights,-0.18090913715553825,0.4447354792213176,0.5020620722437692,0.25972614791859794,0.1231649000079238,rows,5.0
04-16-17.56.05,04-16-17.56.05,13.502016129032258,95.40120967741936,weights,-0.44754293265564726,-0.2739097358290201,0.3125131383593909,0.7473696439094448,0.9934199252493949,rows,22.8
04-16-17.56.05,04-16-17.56.05,21.685567010309278,96.1082474226804,weights,0.5405570007727769,0.07447785795295281,-0.9748316550170362,0.35236464835105497,-0.7822354506221301,rows,1.0
04-16-17.56.05,04-16-17.56.05,8.68918918918919,69.79729729729729,weights,0.4474312085874754,-0.751734737888816,-0.1134322204838325,0.8727861234802841,-0.43602861761262135,rows,0.0
04-16-17.56.05,04-16-17.56.05,71.16455696202532,104.88607594936708,weights,-0.5350068757440563,0.3830977621728937,-0.9988275147265546,-0.5524648033566444,0.6499166754069432,rows,0.0
04-16-17.56.05,04-16-17.56.05,64.01234567901234,98.62962962962963,weights,-0.7045103304828029,-0.764469663961362,-0.637975296206043,0.0649640639607858,0.10515182134637846,rows,0.0
04-16-17.56.05,04-16-17.56.05,48.604651162790695,87.06976744186046,weights,-0.6087148318040985,-0.9536786278501759,-0.8676003369654743,0.3528157087675574,0.3719415881015766,rows,0.0
04-16-17.56.05,04-16-17.56.05,70.92391304347827,109.79347826086956,weights,-0.47099947206754855,0.6399495314827164,0.2853429790607209,-0.9958471851749049,-0.28144151157095765,rows,0.0
04-16-17.56.05,04-16-17.56.05,20.270408163265305,100.63775510204081,weights,0.5983933554418948,0.5632009754500316,0.37291246829734415,-0.5355351466820817,0.5719341844796193,rows,0.0
04-16-17.56.05,04-16-17.56.06,7.063657407407407,71.1863425925926,weights,-0.02608017589620526,-0.2728191263961559,0.28435260748346414,0.8016592508290354,0.5968436210992223,rows,52.8
04-16-17.56.06,04-16-17.56.06,14.401050788091068,101.29772329246936,weights,0.5262583540651433,-0.5473417211423481,0.9424041245592423,0.36448774309691423,-0.30278170877937316,rows,29.0
04-16-17.56.06,04-16-17.56.06,68.53246753246754,100.58441558441558,weights,-0.35397521029403634,-0.2666674456107223,-0.5341845247888721,-0.326288007775529,0.8407796174237874,rows,0.2
04-16-17.56.06,04-16-17.56.06,7.52858958068615,75.54637865311308,weights,-0.6693193201443002,-0.19269364502325348,0.19577709099846896,1.0,0.5650475110013364,rows,46.4
04-16-17.56.06,04-16-17.56.07,15.566990291262137,101.75339805825243,weights,-0.75573717004133,0.21692933716519258,0.10026173520796755,0.8933906788017753,0.558885575084912,rows,24.8
