04-15-17.09.02,04-15-17.09.02,18.38596491,14.90350877,0.56840458,0.254824561,weights,-0.004810776,-0.250758397,-0.746232016,0.030722947,0.582206963,rows,0,1.12,1.12
04-15-17.09.02,04-15-17.09.02,14.53409091,17.67045455,0.562226177,0.116477273,weights,0.562111706,0.598631573,-0.29494996,0.374786809,0.744297296,rows,5,1.12,16.16666667
04-15-17.09.02,04-15-17.09.02,65.65263158,12.77894737,0.456517951,0.361052632,weights,-0.342748135,0.13994418,0.296787073,-0.416996319,-0.032584034,rows,0,0.96,339.58
04-15-17.09.02,04-15-17.09.03,14.51145038,13.82442748,0.735192511,0.308778626,weights,0.851022635,-0.522449104,-0.287690576,-0.241328491,-0.058172403,rows,0,1.053333333,112.2066667
04-15-17.09.03,04-15-17.09.03,71.26373626,13.32967033,0.440630014,0.333516484,weights,-0.037230418,0.888757394,0.007977435,-0.024818693,-0.617501335,rows,0,1.053333333,216.6066667
04-15-17.09.03,04-15-17.09.03,56.81318681,14.24175824,0.427286423,0.287912088,weights,-0.992698115,-0.949835701,0.245053819,0.896640536,0.802925156,rows,0,1.266666667,13.74666667
04-15-17.09.03,04-15-17.09.03,69.4516129,13.30107527,0.427910932,0.334946237,weights,-0.686483485,0.144255894,0.238204764,-0.816765069,0.250789299,rows,0,1.266666667,405.5066667
04-15-17.09.03,04-15-17.09.03,11.44565217,11.14945652,0.523097826,0.442527174,weights,0.823269733,0.174659693,0.637356291,0.035972804,0.835529772,rows,12.2,1.266666667,254.2466667
04-15-17.09.03,04-15-17.09.03,67.44444444,14.41975309,0.441685063,0.279012346,weights,-0.792313085,0.66642961,-0.9028845,-0.03553392,-0.168347952,rows,0,16.36,61.62
04-15-17.09.03,04-15-17.09.03,57.86904762,15.10714286,0.446758627,0.244642857,weights,-0.318972261,-0.944480148,-0.07237666,0.171103439,0.310804416,rows,0,16.36,11.56666667
04-15-17.09.03,04-15-17.09.03,65.8961039,13.46753247,0.465995917,0.326623377,weights,-0.858377379,-0.84683287,-0.682388121,-0.428313106,0.657872043,rows,0,16.36,384.1133333
04-15-17.09.03,04-15-17.09.04,44.37209302,14.98837209,0.482842739,0.250581395,weights,-0.675909483,-0.813736404,-0.164075271,0.558914665,-0.114566608,rows,0,16.36,235.9133333
04-15-17.09.04,04-15-17.09.04,61.20253165,13.75949367,0.426942588,0.312025316,weights,0.212119107,-0.949692404,-0.280595636,-0.790172932,0.70695035,rows,0,16.36,436.28
04-15-17.09.04,04-15-17.09.04,74.86075949,13.83544304,0.430283413,0.308227848,weights,-0.852135397,-0.04025433,-0.383323601,0.196568541,0.098357622,rows,0,16.36,44.96666667
04-15-17.09.04,04-15-17.09.04,43.79569892,15.66666667,0.504573542,0.216666667,weights,0.400084517,-0.059707866,-0.440944433,-0.457119071,0.212858154,rows,0,16.36,1203.72
04-15-17.09.04,04-15-17.09.04,61.30841121,12.60747664,0.451624229,0.369626168,weights,-0.157713875,-0.71578892,0.457879836,-0.655782462,0.563541637,rows,0,16.36666667,471.2933333
04-15-17.09.04,04-15-17.09.04,68.39534884,14.04651163,0.439382387,0.297674419,weights,-0.325472157,-0.206099367,-0.725366061,-0.688928873,-0.691991998,rows,0.2,16.36666667,592.6266667
04-15-17.09.04,04-15-17.09.04,21.8006135,11.0398773,0.504531511,0.448006135,weights,-0.465615201,0.389002873,0.975074649,0.583132702,0.119819475,rows,10.6,16.36,1712.62
04-15-17.09.04,04-15-17.09.05,58.07692308,14.80769231,0.407378336,0.259615385,weights,-0.973442482,-0.628489307,-0.333702699,0.682556662,-0.21909586,rows,0,16.03333333,3340.88
04-15-17.09.05,04-15-17.09.05,53.78571429,16.29761905,0.414098973,0.185119048,weights,0.705492134,0.662025307,-0.962385675,-0.879507874,0.450820069,rows,0,16.03333333,1088.126667
04-15-17.09.05,04-15-17.09.05,33.21052632,11.48538012,0.482702082,0.425730994,weights,0.326272731,0.874771021,0.899831115,-0.659032144,0.143135933,rows,0.2,16.06666667,1391.58
04-15-17.09.05,04-15-17.09.05,60.80314961,12.88188976,0.414227846,0.355905512,weights,0.097267192,0.831767756,0.666827697,-0.914724689,0.752425519,rows,0.6,16.10666667,2753.98
04-15-17.09.05,04-15-17.09.05,58.74561404,12.35964912,0.460058695,0.382017544,weights,-0.508865572,-0.423467568,0.87836735,-0.500497771,-0.079917571,rows,0.2,16.22666667,2075.426667
04-15-17.09.05,04-15-17.09.05,39.71153846,11.62019231,0.449978692,0.418990385,weights,-0.427334762,0.08989732,0.060083006,0.405412664,-0.097830743,rows,4,16.22,1675.2
04-15-17.09.05,04-15-17.09.05,47.59090909,15.31818182,0.50631837,0.234090909,weights,-0.137394519,-0.403665131,-0.501784698,0.034270041,0.612898853,rows,0,16.08666667,599.0933333
04-15-17.09.05,04-15-17.09.05,75.67045455,13.89772727,0.420593763,0.305113636,weights,-0.537572918,0.846132051,-0.078276729,-0.485458215,-0.72556621,rows,0,16.08666667,6880.786667
04-15-17.09.05,04-15-17.09.06,46.63043478,14.95652174,0.480730125,0.252173913,weights,-0.09144738,-0.759300009,-0.912063252,-0.255969934,-0.874941497,rows,0,16.18666667,700.2866667
04-15-17.09.06,04-15-17.09.06,37.87349398,11.53012048,0.463548244,0.423493976,weights,-0.695377743,-0.284691172,0.221295106,0.60742617,-0.152738878,rows,0.6,16.18666667,6998.086667
04-15-17.09.06,04-15-17.09.06,72.76470588,13.34117647,0.448752228,0.332941176,weights,-0.597893901,-0.608066373,-0.074497607,-0.629589678,0.604927882,rows,0,16.16666667,4520.86
04-15-17.09.06,04-15-17.09.06,12.20529801,14.1192053,0.733508777,0.294039735,weights,0.074229323,-0.942735853,0.251447289,0.446294346,-0.438958148,rows,0,16.16666667,3809.42
04-15-17.09.06,04-15-17.09.06,15.42962963,14.76296296,0.740241925,0.261851852,weights,0.958329722,-0.055223313,-0.690670244,-0.035979473,0.496767429,rows,0,16.16666667,5037.586667
04-15-17.09.06,04-15-17.09.06,17.84693878,17.28571429,0.560420227,0.135714286,weights,0.449033134,0.694117302,-0.378450686,-0.070284089,0.914366573,rows,0.2,18.38666667,7613.946667
04-15-17.09.06,04-15-17.09.06,11.17083333,17.10416667,0.606660798,0.144791667,weights,0.731615231,0.232451373,-0.17202354,-0.119351539,-0.074802535,rows,2.8,18.44,4984.86
04-15-17.09.06,04-15-17.09.07,19.025,14.80833333,0.676445578,0.259583333,weights,0.528460375,-0.434630319,-0.609936073,-0.322662987,0.199872544,rows,0,18.46666667,13670.36667
