Heuristics: TotalHeight Bumpiness NumHoles RowsCleared,Fitness Function = rowsCleared, 30 particles 100 iterations
2018-04-11 00:52:01,2018-04-11 00:52:01,180
2018-04-11 00:52:01,2018-04-11 00:52:02,251
2018-04-11 00:52:02,2018-04-11 00:52:03,203
2018-04-11 00:52:03,2018-04-11 00:52:05,347
2018-04-11 00:52:05,2018-04-11 00:52:06,337
2018-04-11 00:52:06,2018-04-11 00:52:08,486
2018-04-11 00:52:08,2018-04-11 00:52:08,79
2018-04-11 00:52:08,2018-04-11 00:52:11,699
2018-04-11 00:52:11,2018-04-11 00:52:12,143
2018-04-11 00:52:12,2018-04-11 00:52:16,1112
2018-04-11 00:52:16,2018-04-11 00:52:18,499
2018-04-11 00:52:18,2018-04-11 00:52:21,588
2018-04-11 00:52:21,2018-04-11 00:52:28,1935
2018-04-11 00:52:28,2018-04-11 00:52:28,82
2018-04-11 00:52:28,2018-04-11 00:52:30,434
2018-04-11 00:52:30,2018-04-11 00:52:31,321
2018-04-11 00:52:31,2018-04-11 00:52:32,85
2018-04-11 00:52:32,2018-04-11 00:52:35,743
2018-04-11 00:52:35,2018-04-11 00:52:47,2885
2018-04-11 00:52:47,2018-04-11 00:52:48,190
2018-04-11 00:52:48,2018-04-11 00:52:49,355
2018-04-11 00:52:50,2018-04-11 00:52:51,273
2018-04-11 00:52:51,2018-04-11 00:52:51,191
2018-04-11 00:52:51,2018-04-11 00:52:52,156
2018-04-11 00:52:52,2018-04-11 00:52:53,158
2018-04-11 00:52:53,2018-04-11 00:52:55,564
2018-04-11 00:52:55,2018-04-11 00:53:03,1594
2018-04-11 00:53:03,2018-04-11 00:53:04,396
2018-04-11 00:53:04,2018-04-11 00:53:09,1124
2018-04-11 00:53:09,2018-04-11 00:53:11,323
2018-04-11 00:53:11,2018-04-11 00:53:19,2152
2018-04-11 00:53:19,2018-04-11 00:53:20,100
2018-04-11 00:53:20,2018-04-11 00:53:22,515
2018-04-11 00:53:22,2018-04-11 00:53:24,478
2018-04-11 00:53:24,2018-04-11 00:53:25,135
2018-04-11 00:53:25,2018-04-11 00:53:29,897
2018-04-11 00:53:29,2018-04-11 00:53:30,333
2018-04-11 00:53:30,2018-04-11 00:53:32,566
2018-04-11 00:53:32,2018-04-11 00:53:35,684
2018-04-11 00:53:35,2018-04-11 00:53:35,8
2018-04-11 00:53:35,2018-04-11 00:53:36,165
2018-04-11 00:53:36,2018-04-11 00:53:36,163
2018-04-11 00:53:36,2018-04-11 00:53:38,260
2018-04-11 00:53:38,2018-04-11 00:53:41,708
2018-04-11 00:53:41,2018-04-11 00:53:41,110
2018-04-11 00:53:41,2018-04-11 00:53:45,819
2018-04-11 00:53:45,2018-04-11 00:53:48,812
2018-04-11 00:53:48,2018-04-11 00:53:49,120
2018-04-11 00:53:49,2018-04-11 00:53:52,665
2018-04-11 00:53:52,2018-04-11 00:53:55,726
2018-04-11 00:53:55,2018-04-11 00:53:56,298
2018-04-11 00:53:56,2018-04-11 00:53:58,283
2018-04-11 00:53:58,2018-04-11 00:54:01,942
2018-04-11 00:54:01,2018-04-11 00:54:02,169
2018-04-11 00:54:02,2018-04-11 00:54:05,916
2018-04-11 00:54:05,2018-04-11 00:54:09,976
2018-04-11 00:54:09,2018-04-11 00:54:10,188
2018-04-11 00:54:10,2018-04-11 00:54:12,361
2018-04-11 00:54:12,2018-04-11 00:54:13,151
2018-04-11 00:54:13,2018-04-11 00:54:15,602
2018-04-11 00:54:15,2018-04-11 00:54:17,365
2018-04-11 00:54:17,2018-04-11 00:54:20,766
2018-04-11 00:54:20,2018-04-11 00:54:20,83
2018-04-11 00:54:21,2018-04-11 00:54:26,1356
2018-04-11 00:54:26,2018-04-11 00:54:28,303
2018-04-11 00:54:28,2018-04-11 00:54:35,1658
2018-04-11 00:54:35,2018-04-11 00:54:37,416
2018-04-11 00:54:37,2018-04-11 00:54:39,686
2018-04-11 00:54:39,2018-04-11 00:54:42,581
2018-04-11 00:54:42,2018-04-11 00:54:44,502
2018-04-11 00:54:44,2018-04-11 00:54:45,195
2018-04-11 00:54:45,2018-04-11 00:54:46,167
2018-04-11 00:54:46,2018-04-11 00:54:46,133
2018-04-11 00:54:46,2018-04-11 00:54:49,513
2018-04-11 00:54:49,2018-04-11 00:54:50,112
2018-04-11 00:54:50,2018-04-11 00:54:54,1184
2018-04-11 00:54:54,2018-04-11 00:54:57,460
2018-04-11 00:54:57,2018-04-11 00:55:02,1177
2018-04-11 00:55:02,2018-04-11 00:55:07,1160
2018-04-11 00:55:07,2018-04-11 00:55:10,753
2018-04-11 00:55:10,2018-04-11 00:55:13,820
2018-04-11 00:55:14,2018-04-11 00:55:17,783
2018-04-11 00:55:17,2018-04-11 00:55:19,481
2018-04-11 00:55:19,2018-04-11 00:55:20,147
2018-04-11 00:55:20,2018-04-11 00:55:24,976
2018-04-11 00:55:24,2018-04-11 00:55:25,115
2018-04-11 00:55:25,2018-04-11 00:55:26,184
2018-04-11 00:55:26,2018-04-11 00:55:26,17
2018-04-11 00:55:26,2018-04-11 00:55:27,418
2018-04-11 00:55:27,2018-04-11 00:55:38,2676
2018-04-11 00:55:38,2018-04-11 00:55:39,53
2018-04-11 00:55:39,2018-04-11 00:55:42,927
2018-04-11 00:55:42,2018-04-11 00:55:45,916
2018-04-11 00:55:45,2018-04-11 00:55:50,1289
2018-04-11 00:55:50,2018-04-11 00:55:52,480
2018-04-11 00:55:52,2018-04-11 00:55:55,611
2018-04-11 00:55:55,2018-04-11 00:55:56,479
2018-04-11 00:55:56,2018-04-11 00:56:00,932
2018-04-11 00:56:00,2018-04-11 00:56:01,196
2018-04-11 00:56:01,2018-04-11 00:56:01,147
2018-04-11 00:56:01,2018-04-11 00:56:02,111
2018-04-11 00:56:02,2018-04-11 00:56:03,306
2018-04-11 00:56:03,2018-04-11 00:56:04,358
2018-04-11 00:56:04,2018-04-11 00:56:06,569
2018-04-11 00:56:06,2018-04-11 00:56:07,92
2018-04-11 00:56:07,2018-04-11 00:56:07,129
2018-04-11 00:56:07,2018-04-11 00:56:11,945
2018-04-11 00:56:11,2018-04-11 00:56:12,328
2018-04-11 00:56:13,2018-04-11 00:56:13,63
2018-04-11 00:56:13,2018-04-11 00:56:13,139
2018-04-11 00:56:13,2018-04-11 00:56:14,166
2018-04-11 00:56:14,2018-04-11 00:56:17,933
2018-04-11 00:56:18,2018-04-11 00:56:23,1209
2018-04-11 00:56:23,2018-04-11 00:56:24,143
2018-04-11 00:56:24,2018-04-11 00:56:27,723
2018-04-11 00:56:27,2018-04-11 00:56:27,96
2018-04-11 00:56:27,2018-04-11 00:56:28,275
2018-04-11 00:56:28,2018-04-11 00:56:30,515
2018-04-11 00:56:30,2018-04-11 00:56:32,508
2018-04-11 00:56:32,2018-04-11 00:56:33,379
2018-04-11 00:56:33,2018-04-11 00:56:34,498
2018-04-11 00:56:34,2018-04-11 00:56:35,123
2018-04-11 00:56:35,2018-04-11 00:56:36,114
2018-04-11 00:56:36,2018-04-11 00:56:39,787
2018-04-11 00:56:39,2018-04-11 00:56:42,630
2018-04-11 00:56:42,2018-04-11 00:56:43,94
2018-04-11 00:56:43,2018-04-11 00:56:44,200
2018-04-11 00:56:44,2018-04-11 00:56:48,1032
2018-04-11 00:56:48,2018-04-11 00:56:48,191
2018-04-11 00:56:48,2018-04-11 00:56:49,95
2018-04-11 00:56:49,2018-04-11 00:56:52,1088
2018-04-11 00:56:52,2018-04-11 00:56:56,821
2018-04-11 00:56:56,2018-04-11 00:56:57,92
2018-04-11 00:56:57,2018-04-11 00:56:57,67
2018-04-11 00:56:57,2018-04-11 00:56:57,11
2018-04-11 00:56:57,2018-04-11 00:57:03,1849
2018-04-11 00:57:03,2018-04-11 00:57:08,1030
2018-04-11 00:57:08,2018-04-11 00:57:08,13
2018-04-11 00:57:08,2018-04-11 00:57:10,379
2018-04-11 00:57:10,2018-04-11 00:57:11,179
2018-04-11 00:57:11,2018-04-11 00:57:12,220
2018-04-11 00:57:12,2018-04-11 00:57:12,170
2018-04-11 00:57:12,2018-04-11 00:57:13,123
2018-04-11 00:57:13,2018-04-11 00:57:16,709
2018-04-11 00:57:16,2018-04-11 00:57:16,68
2018-04-11 00:57:16,2018-04-11 00:57:17,243
2018-04-11 00:57:17,2018-04-11 00:57:20,687
2018-04-11 00:57:20,2018-04-11 00:57:22,476
2018-04-11 00:57:22,2018-04-11 00:57:24,606
2018-04-11 00:57:24,2018-04-11 00:57:28,989
2018-04-11 00:57:28,2018-04-11 00:57:31,656
2018-04-11 00:57:31,2018-04-11 00:57:31,117
2018-04-11 00:57:31,2018-04-11 00:57:33,262
2018-04-11 00:57:33,2018-04-11 00:57:33,156
2018-04-11 00:57:33,2018-04-11 00:57:42,2186
2018-04-11 00:57:42,2018-04-11 00:57:45,739
2018-04-11 00:57:45,2018-04-11 00:57:48,698
2018-04-11 00:57:48,2018-04-11 00:57:48,134
2018-04-11 00:57:48,2018-04-11 00:57:49,294
2018-04-11 00:57:49,2018-04-11 00:57:55,1405
2018-04-11 00:57:55,2018-04-11 00:57:58,801
2018-04-11 00:57:58,2018-04-11 00:58:00,450
2018-04-11 00:58:00,2018-04-11 00:58:06,1595
2018-04-11 00:58:07,2018-04-11 00:58:08,455
2018-04-11 00:58:08,2018-04-11 00:58:11,826
2018-04-11 00:58:11,2018-04-11 00:58:17,1454
2018-04-11 00:58:17,2018-04-11 00:58:20,897
2018-04-11 00:58:20,2018-04-11 00:58:22,384
2018-04-11 00:58:22,2018-04-11 00:58:24,726
2018-04-11 00:58:24,2018-04-11 00:58:26,494
2018-04-11 00:58:27,2018-04-11 00:58:29,652
2018-04-11 00:58:29,2018-04-11 00:58:31,668
2018-04-11 00:58:31,2018-04-11 00:58:38,1552
2018-04-11 00:58:38,2018-04-11 00:58:38,178
2018-04-11 00:58:38,2018-04-11 00:58:39,191
2018-04-11 00:58:39,2018-04-11 00:58:43,1062
2018-04-11 00:58:43,2018-04-11 00:58:47,944
2018-04-11 00:58:47,2018-04-11 00:58:48,372
2018-04-11 00:58:48,2018-04-11 00:58:50,345
2018-04-11 00:58:50,2018-04-11 00:58:50,161
2018-04-11 00:58:50,2018-04-11 00:58:51,320
2018-04-11 00:58:52,2018-04-11 00:58:52,262
2018-04-11 00:58:52,2018-04-11 00:58:53,137
2018-04-11 00:58:53,2018-04-11 00:58:55,598
2018-04-11 00:58:55,2018-04-11 00:58:56,50
2018-04-11 00:58:56,2018-04-11 00:59:00,1317
2018-04-11 00:59:00,2018-04-11 00:59:01,198
2018-04-11 00:59:01,2018-04-11 00:59:02,530
2018-04-11 00:59:02,2018-04-11 00:59:04,932
2018-04-11 00:59:04,2018-04-11 00:59:05,313
2018-04-11 00:59:05,2018-04-11 00:59:06,211
2018-04-11 00:59:06,2018-04-11 00:59:07,572
2018-04-11 00:59:07,2018-04-11 00:59:09,554
2018-04-11 00:59:09,2018-04-11 00:59:11,758
2018-04-11 00:59:11,2018-04-11 00:59:15,1250
2018-04-11 00:59:15,2018-04-11 00:59:17,741
2018-04-11 00:59:17,2018-04-11 00:59:19,609
2018-04-11 00:59:19,2018-04-11 00:59:20,322
2018-04-11 00:59:20,2018-04-11 00:59:21,362
2018-04-11 00:59:21,2018-04-11 00:59:24,1311
2018-04-11 00:59:24,2018-04-11 00:59:25,101
2018-04-11 00:59:25,2018-04-11 00:59:26,650
2018-04-11 00:59:26,2018-04-11 00:59:27,180
2018-04-11 00:59:27,2018-04-11 00:59:27,142
2018-04-11 00:59:27,2018-04-11 00:59:28,462
2018-04-11 00:59:28,2018-04-11 00:59:30,597
2018-04-11 00:59:30,2018-04-11 00:59:30,256
2018-04-11 00:59:30,2018-04-11 00:59:32,721
2018-04-11 00:59:32,2018-04-11 00:59:33,318
2018-04-11 00:59:33,2018-04-11 00:59:35,714
2018-04-11 00:59:35,2018-04-11 00:59:36,275
2018-04-11 00:59:36,2018-04-11 00:59:37,523
2018-04-11 00:59:37,2018-04-11 00:59:38,72
2018-04-11 00:59:38,2018-04-11 00:59:41,1127
2018-04-11 00:59:41,2018-04-11 00:59:47,1956
2018-04-11 00:59:47,2018-04-11 00:59:47,83
2018-04-11 00:59:47,2018-04-11 00:59:48,205
2018-04-11 00:59:48,2018-04-11 00:59:49,541
2018-04-11 00:59:49,2018-04-11 00:59:50,262
2018-04-11 00:59:50,2018-04-11 00:59:50,40
2018-04-11 00:59:50,2018-04-11 00:59:51,468
2018-04-11 00:59:51,2018-04-11 00:59:52,213
2018-04-11 00:59:52,2018-04-11 00:59:56,1596
2018-04-11 00:59:56,2018-04-11 00:59:57,153
2018-04-11 00:59:57,2018-04-11 00:59:57,79
2018-04-11 00:59:57,2018-04-11 00:59:59,1019
2018-04-11 00:59:59,2018-04-11 01:00:00,194
2018-04-11 01:00:00,2018-04-11 01:00:01,242
2018-04-11 01:00:01,2018-04-11 01:00:05,1656
2018-04-11 01:00:05,2018-04-11 01:00:05,96
2018-04-11 01:00:05,2018-04-11 01:00:06,227
2018-04-11 01:00:06,2018-04-11 01:00:10,1158
2018-04-11 01:00:10,2018-04-11 01:00:12,892
2018-04-11 01:00:13,2018-04-11 01:00:14,379
2018-04-11 01:00:14,2018-04-11 01:00:16,776
2018-04-11 01:00:16,2018-04-11 01:00:17,300
2018-04-11 01:00:17,2018-04-11 01:00:21,1025
2018-04-11 01:00:21,2018-04-11 01:00:22,412
2018-04-11 01:00:22,2018-04-11 01:00:24,441
2018-04-11 01:00:24,2018-04-11 01:00:25,312
2018-04-11 01:00:25,2018-04-11 01:00:26,405
2018-04-11 01:00:26,2018-04-11 01:00:28,458
2018-04-11 01:00:28,2018-04-11 01:00:29,378
2018-04-11 01:00:29,2018-04-11 01:00:32,1064
2018-04-11 01:00:32,2018-04-11 01:00:37,1260
2018-04-11 01:00:37,2018-04-11 01:00:38,477
2018-04-11 01:00:38,2018-04-11 01:00:39,125
2018-04-11 01:00:39,2018-04-11 01:00:41,822
2018-04-11 01:00:41,2018-04-11 01:00:43,493
2018-04-11 01:00:43,2018-04-11 01:00:44,403
2018-04-11 01:00:44,2018-04-11 01:00:46,573
2018-04-11 01:00:46,2018-04-11 01:00:47,368
2018-04-11 01:00:47,2018-04-11 01:00:48,592
2018-04-11 01:00:48,2018-04-11 01:00:49,156
2018-04-11 01:00:49,2018-04-11 01:00:50,285
2018-04-11 01:00:50,2018-04-11 01:00:51,428
2018-04-11 01:00:51,2018-04-11 01:00:52,295
2018-04-11 01:00:52,2018-04-11 01:00:54,480
2018-04-11 01:00:54,2018-04-11 01:00:55,315
2018-04-11 01:00:55,2018-04-11 01:00:56,641
2018-04-11 01:00:56,2018-04-11 01:00:57,241
2018-04-11 01:00:57,2018-04-11 01:00:58,192
2018-04-11 01:00:58,2018-04-11 01:00:59,160
2018-04-11 01:00:59,2018-04-11 01:01:00,212
2018-04-11 01:01:00,2018-04-11 01:01:01,506
2018-04-11 01:01:01,2018-04-11 01:01:02,301
2018-04-11 01:01:02,2018-04-11 01:01:04,626
2018-04-11 01:01:04,2018-04-11 01:01:05,367
2018-04-11 01:01:05,2018-04-11 01:01:06,375
2018-04-11 01:01:06,2018-04-11 01:01:07,96
2018-04-11 01:01:07,2018-04-11 01:01:07,153
2018-04-11 01:01:07,2018-04-11 01:01:08,154
2018-04-11 01:01:08,2018-04-11 01:01:08,265
2018-04-11 01:01:08,2018-04-11 01:01:09,66
2018-04-11 01:01:09,2018-04-11 01:01:09,75
2018-04-11 01:01:09,2018-04-11 01:01:09,163
2018-04-11 01:01:09,2018-04-11 01:01:13,1323
2018-04-11 01:01:13,2018-04-11 01:01:19,1616
2018-04-11 01:01:19,2018-04-11 01:01:20,412
2018-04-11 01:01:20,2018-04-11 01:01:20,53
2018-04-11 01:01:20,2018-04-11 01:01:23,559
2018-04-11 01:01:23,2018-04-11 01:01:33,2985
2018-04-11 01:01:33,2018-04-11 01:01:35,531
2018-04-11 01:01:35,2018-04-11 01:01:36,524
2018-04-11 01:01:36,2018-04-11 01:01:37,147
2018-04-11 01:01:37,2018-04-11 01:01:38,222
2018-04-11 01:01:38,2018-04-11 01:01:40,883
2018-04-11 01:01:40,2018-04-11 01:01:41,54
2018-04-11 01:01:41,2018-04-11 01:01:41,96
2018-04-11 01:01:41,2018-04-11 01:01:41,72
2018-04-11 01:01:41,2018-04-11 01:01:41,101
2018-04-11 01:01:41,2018-04-11 01:01:43,381
2018-04-11 01:01:43,2018-04-11 01:01:44,473
2018-04-11 01:01:44,2018-04-11 01:01:44,78
2018-04-11 01:01:44,2018-04-11 01:01:46,591
2018-04-11 01:01:46,2018-04-11 01:01:47,201
2018-04-11 01:01:47,2018-04-11 01:01:47,93
2018-04-11 01:01:47,2018-04-11 01:01:48,178
2018-04-11 01:01:48,2018-04-11 01:01:48,162
2018-04-11 01:01:48,2018-04-11 01:01:49,165
2018-04-11 01:01:49,2018-04-11 01:01:55,2061
2018-04-11 01:01:55,2018-04-11 01:01:56,305
2018-04-11 01:01:56,2018-04-11 01:02:00,1509
2018-04-11 01:02:00,2018-04-11 01:02:02,622
2018-04-11 01:02:02,2018-04-11 01:02:03,148
2018-04-11 01:02:03,2018-04-11 01:02:04,300
2018-04-11 01:02:04,2018-04-11 01:02:04,76
2018-04-11 01:02:04,2018-04-11 01:02:07,1168
2018-04-11 01:02:07,2018-04-11 01:02:09,692
2018-04-11 01:02:09,2018-04-11 01:02:10,515
2018-04-11 01:02:10,2018-04-11 01:02:14,993
2018-04-11 01:02:14,2018-04-11 01:02:14,246
2018-04-11 01:02:14,2018-04-11 01:02:17,1035
2018-04-11 01:02:17,2018-04-11 01:02:18,388
2018-04-11 01:02:18,2018-04-11 01:02:19,395
2018-04-11 01:02:19,2018-04-11 01:02:22,836
2018-04-11 01:02:22,2018-04-11 01:02:24,397
2018-04-11 01:02:24,2018-04-11 01:02:25,410
2018-04-11 01:02:25,2018-04-11 01:02:27,564
2018-04-11 01:02:27,2018-04-11 01:02:28,323
2018-04-11 01:02:28,2018-04-11 01:02:29,242
2018-04-11 01:02:29,2018-04-11 01:02:31,664
2018-04-11 01:02:31,2018-04-11 01:02:31,77
2018-04-11 01:02:31,2018-04-11 01:02:33,551
2018-04-11 01:02:33,2018-04-11 01:02:35,615
2018-04-11 01:02:35,2018-04-11 01:02:37,901
2018-04-11 01:02:37,2018-04-11 01:02:38,367
2018-04-11 01:02:38,2018-04-11 01:02:39,148
2018-04-11 01:02:39,2018-04-11 01:02:40,412
2018-04-11 01:02:40,2018-04-11 01:02:45,2020
2018-04-11 01:02:45,2018-04-11 01:02:49,1147
2018-04-11 01:02:49,2018-04-11 01:02:49,233
2018-04-11 01:02:49,2018-04-11 01:02:51,762
2018-04-11 01:02:51,2018-04-11 01:02:52,259
2018-04-11 01:02:52,2018-04-11 01:02:52,151
2018-04-11 01:02:52,2018-04-11 01:02:54,492
2018-04-11 01:02:54,2018-04-11 01:02:54,146
2018-04-11 01:02:54,2018-04-11 01:02:56,640
2018-04-11 01:02:56,2018-04-11 01:02:57,398
2018-04-11 01:02:57,2018-04-11 01:02:59,663
2018-04-11 01:02:59,2018-04-11 01:03:08,2930
2018-04-11 01:03:08,2018-04-11 01:03:09,433
2018-04-11 01:03:09,2018-04-11 01:03:11,866
2018-04-11 01:03:11,2018-04-11 01:03:12,189
2018-04-11 01:03:12,2018-04-11 01:03:12,75
2018-04-11 01:03:12,2018-04-11 01:03:13,65
2018-04-11 01:03:13,2018-04-11 01:03:13,147
2018-04-11 01:03:13,2018-04-11 01:03:14,279
2018-04-11 01:03:14,2018-04-11 01:03:15,394
2018-04-11 01:03:15,2018-04-11 01:03:17,544
2018-04-11 01:03:17,2018-04-11 01:03:18,433
2018-04-11 01:03:18,2018-04-11 01:03:21,1073
2018-04-11 01:03:21,2018-04-11 01:03:26,1010
2018-04-11 01:03:26,2018-04-11 01:03:27,350
2018-04-11 01:03:27,2018-04-11 01:03:33,1827
2018-04-11 01:03:33,2018-04-11 01:03:38,1634
2018-04-11 01:03:38,2018-04-11 01:03:40,622
2018-04-11 01:03:40,2018-04-11 01:03:41,55
2018-04-11 01:03:41,2018-04-11 01:03:41,24
2018-04-11 01:03:41,2018-04-11 01:03:43,409
2018-04-11 01:03:43,2018-04-11 01:03:43,47
2018-04-11 01:03:43,2018-04-11 01:03:48,1487
2018-04-11 01:03:48,2018-04-11 01:03:54,1882
2018-04-11 01:03:54,2018-04-11 01:03:55,71
2018-04-11 01:03:55,2018-04-11 01:03:55,111
2018-04-11 01:03:55,2018-04-11 01:03:57,852
2018-04-11 01:03:58,2018-04-11 01:03:58,116
2018-04-11 01:03:58,2018-04-11 01:03:58,81
2018-04-11 01:03:58,2018-04-11 01:03:59,154
2018-04-11 01:03:59,2018-04-11 01:03:59,145
2018-04-11 01:03:59,2018-04-11 01:04:00,150
2018-04-11 01:04:00,2018-04-11 01:04:00,84
2018-04-11 01:04:00,2018-04-11 01:04:06,2354
2018-04-11 01:04:06,2018-04-11 01:04:07,363
2018-04-11 01:04:07,2018-04-11 01:04:08,195
2018-04-11 01:04:08,2018-04-11 01:04:08,132
2018-04-11 01:04:08,2018-04-11 01:04:09,217
2018-04-11 01:04:09,2018-04-11 01:04:10,442
2018-04-11 01:04:10,2018-04-11 01:04:12,605
2018-04-11 01:04:12,2018-04-11 01:04:13,319
2018-04-11 01:04:13,2018-04-11 01:04:14,334
2018-04-11 01:04:14,2018-04-11 01:04:14,155
2018-04-11 01:04:14,2018-04-11 01:04:14,69
2018-04-11 01:04:14,2018-04-11 01:04:15,195
2018-04-11 01:04:15,2018-04-11 01:04:16,297
2018-04-11 01:04:16,2018-04-11 01:04:17,376
2018-04-11 01:04:17,2018-04-11 01:04:17,16
2018-04-11 01:04:17,2018-04-11 01:04:18,337
2018-04-11 01:04:18,2018-04-11 01:04:19,458
2018-04-11 01:04:19,2018-04-11 01:04:19,105
2018-04-11 01:04:19,2018-04-11 01:04:22,907
2018-04-11 01:04:22,2018-04-11 01:04:23,228
2018-04-11 01:04:23,2018-04-11 01:04:24,296
2018-04-11 01:04:24,2018-04-11 01:04:28,1488
2018-04-11 01:04:28,2018-04-11 01:04:30,604
2018-04-11 01:04:30,2018-04-11 01:04:31,355
2018-04-11 01:04:31,2018-04-11 01:04:32,406
2018-04-11 01:04:32,2018-04-11 01:04:33,284
2018-04-11 01:04:33,2018-04-11 01:04:36,936
2018-04-11 01:04:36,2018-04-11 01:04:36,238
2018-04-11 01:04:36,2018-04-11 01:04:37,179
2018-04-11 01:04:37,2018-04-11 01:04:38,180
2018-04-11 01:04:38,2018-04-11 01:04:39,274
2018-04-11 01:04:39,2018-04-11 01:04:43,1139
2018-04-11 01:04:43,2018-04-11 01:04:45,402
2018-04-11 01:04:45,2018-04-11 01:04:47,309
2018-04-11 01:04:47,2018-04-11 01:04:47,282
2018-04-11 01:04:47,2018-04-11 01:04:49,341
2018-04-11 01:04:49,2018-04-11 01:04:50,233
2018-04-11 01:04:50,2018-04-11 01:04:50,201
2018-04-11 01:04:50,2018-04-11 01:04:51,237
2018-04-11 01:04:51,2018-04-11 01:04:52,258
2018-04-11 01:04:52,2018-04-11 01:04:53,305
2018-04-11 01:04:53,2018-04-11 01:04:55,889
2018-04-11 01:04:55,2018-04-11 01:04:55,147
2018-04-11 01:04:55,2018-04-11 01:04:58,1154
2018-04-11 01:04:58,2018-04-11 01:05:00,617
2018-04-11 01:05:00,2018-04-11 01:05:00,103
2018-04-11 01:05:00,2018-04-11 01:05:00,108
2018-04-11 01:05:00,2018-04-11 01:05:00,120
2018-04-11 01:05:00,2018-04-11 01:05:01,69
2018-04-11 01:05:01,2018-04-11 01:05:01,217
2018-04-11 01:05:01,2018-04-11 01:05:03,498
2018-04-11 01:05:03,2018-04-11 01:05:04,536
2018-04-11 01:05:04,2018-04-11 01:05:05,241
2018-04-11 01:05:05,2018-04-11 01:05:05,68
2018-04-11 01:05:06,2018-04-11 01:05:06,81
2018-04-11 01:05:06,2018-04-11 01:05:10,884
2018-04-11 01:05:10,2018-04-11 01:05:11,531
2018-04-11 01:05:11,2018-04-11 01:05:12,156
2018-04-11 01:05:12,2018-04-11 01:05:13,519
2018-04-11 01:05:13,2018-04-11 01:05:13,308
2018-04-11 01:05:13,2018-04-11 01:05:15,873
2018-04-11 01:05:15,2018-04-11 01:05:16,300
2018-04-11 01:05:16,2018-04-11 01:05:16,320
2018-04-11 01:05:16,2018-04-11 01:05:18,404
2018-04-11 01:05:18,2018-04-11 01:05:23,1898
2018-04-11 01:05:23,2018-04-11 01:05:23,159
2018-04-11 01:05:23,2018-04-11 01:05:24,340
2018-04-11 01:05:24,2018-04-11 01:05:25,181
2018-04-11 01:05:25,2018-04-11 01:05:25,137
2018-04-11 01:05:25,2018-04-11 01:05:26,477
2018-04-11 01:05:26,2018-04-11 01:05:26,182
2018-04-11 01:05:26,2018-04-11 01:05:29,941
2018-04-11 01:05:29,2018-04-11 01:05:29,198
2018-04-11 01:05:29,2018-04-11 01:05:31,374
2018-04-11 01:05:31,2018-04-11 01:05:31,348
2018-04-11 01:05:31,2018-04-11 01:05:32,428
2018-04-11 01:05:32,2018-04-11 01:05:34,592
2018-04-11 01:05:35,2018-04-11 01:05:36,582
2018-04-11 01:05:36,2018-04-11 01:05:39,1253
2018-04-11 01:05:39,2018-04-11 01:05:41,720
2018-04-11 01:05:41,2018-04-11 01:05:42,505
2018-04-11 01:05:42,2018-04-11 01:05:44,820
2018-04-11 01:05:44,2018-04-11 01:05:45,129
2018-04-11 01:05:45,2018-04-11 01:05:45,182
2018-04-11 01:05:45,2018-04-11 01:05:46,109
2018-04-11 01:05:46,2018-04-11 01:05:47,464
2018-04-11 01:05:47,2018-04-11 01:05:48,385
2018-04-11 01:05:48,2018-04-11 01:05:49,428
2018-04-11 01:05:49,2018-04-11 01:05:50,234
2018-04-11 01:05:50,2018-04-11 01:05:53,1123
2018-04-11 01:05:53,2018-04-11 01:05:53,105
2018-04-11 01:05:53,2018-04-11 01:05:54,457
2018-04-11 01:05:54,2018-04-11 01:05:55,111
2018-04-11 01:05:55,2018-04-11 01:05:57,685
2018-04-11 01:05:57,2018-04-11 01:05:58,505
2018-04-11 01:05:58,2018-04-11 01:06:01,999
2018-04-11 01:06:01,2018-04-11 01:06:02,219
2018-04-11 01:06:02,2018-04-11 01:06:05,1174
2018-04-11 01:06:05,2018-04-11 01:06:06,285
2018-04-11 01:06:06,2018-04-11 01:06:07,645
2018-04-11 01:06:07,2018-04-11 01:06:09,677
2018-04-11 01:06:09,2018-04-11 01:06:11,598
2018-04-11 01:06:11,2018-04-11 01:06:12,559
2018-04-11 01:06:12,2018-04-11 01:06:15,726
2018-04-11 01:06:15,2018-04-11 01:06:17,1013
2018-04-11 01:06:17,2018-04-11 01:06:18,144
2018-04-11 01:06:18,2018-04-11 01:06:19,411
2018-04-11 01:06:19,2018-04-11 01:06:20,139
2018-04-11 01:06:20,2018-04-11 01:06:21,507
2018-04-11 01:06:21,2018-04-11 01:06:22,298
2018-04-11 01:06:22,2018-04-11 01:06:23,482
2018-04-11 01:06:23,2018-04-11 01:06:28,1721
2018-04-11 01:06:28,2018-04-11 01:06:28,136
2018-04-11 01:06:28,2018-04-11 01:06:31,925
2018-04-11 01:06:31,2018-04-11 01:06:33,482
2018-04-11 01:06:33,2018-04-11 01:06:33,29
2018-04-11 01:06:33,2018-04-11 01:06:34,483
2018-04-11 01:06:34,2018-04-11 01:06:35,279
2018-04-11 01:06:35,2018-04-11 01:06:35,20
2018-04-11 01:06:35,2018-04-11 01:06:36,287
2018-04-11 01:06:36,2018-04-11 01:06:36,151
2018-04-11 01:06:36,2018-04-11 01:06:37,296
2018-04-11 01:06:37,2018-04-11 01:06:43,1771
