Heuristics: TotalHeight Bumpiness NumHoles RowsCleared,Fitness Function = rowsCleared, 30 particles 100 iterations
2018-04-11 01:06:43,2018-04-11 01:06:48,1698
2018-04-11 01:06:48,2018-04-11 01:06:50,532
2018-04-11 01:06:50,2018-04-11 01:06:50,276
2018-04-11 01:06:50,2018-04-11 01:06:51,120
2018-04-11 01:06:51,2018-04-11 01:06:51,224
2018-04-11 01:06:51,2018-04-11 01:06:53,517
2018-04-11 01:06:53,2018-04-11 01:06:53,257
2018-04-11 01:06:53,2018-04-11 01:06:55,674
2018-04-11 01:06:55,2018-04-11 01:06:56,474
2018-04-11 01:06:56,2018-04-11 01:06:57,336
2018-04-11 01:06:57,2018-04-11 01:06:59,609
2018-04-11 01:06:59,2018-04-11 01:07:01,756
2018-04-11 01:07:01,2018-04-11 01:07:02,320
2018-04-11 01:07:02,2018-04-11 01:07:03,284
2018-04-11 01:07:03,2018-04-11 01:07:04,588
2018-04-11 01:07:04,2018-04-11 01:07:05,285
2018-04-11 01:07:05,2018-04-11 01:07:06,157
2018-04-11 01:07:06,2018-04-11 01:07:10,1439
2018-04-11 01:07:10,2018-04-11 01:07:11,377
2018-04-11 01:07:11,2018-04-11 01:07:12,372
2018-04-11 01:07:12,2018-04-11 01:07:16,1102
2018-04-11 01:07:16,2018-04-11 01:07:19,575
2018-04-11 01:07:19,2018-04-11 01:07:21,686
2018-04-11 01:07:21,2018-04-11 01:07:22,473
2018-04-11 01:07:22,2018-04-11 01:07:23,180
2018-04-11 01:07:23,2018-04-11 01:07:24,429
2018-04-11 01:07:24,2018-04-11 01:07:27,926
2018-04-11 01:07:27,2018-04-11 01:07:28,213
2018-04-11 01:07:28,2018-04-11 01:07:29,113
2018-04-11 01:07:29,2018-04-11 01:07:31,512
2018-04-11 01:07:31,2018-04-11 01:07:32,323
2018-04-11 01:07:32,2018-04-11 01:07:33,377
2018-04-11 01:07:33,2018-04-11 01:07:34,640
2018-04-11 01:07:34,2018-04-11 01:07:37,1327
2018-04-11 01:07:37,2018-04-11 01:07:43,2025
2018-04-11 01:07:43,2018-04-11 01:07:47,1196
2018-04-11 01:07:47,2018-04-11 01:07:48,444
2018-04-11 01:07:48,2018-04-11 01:07:49,223
2018-04-11 01:07:49,2018-04-11 01:07:49,114
2018-04-11 01:07:49,2018-04-11 01:07:49,121
2018-04-11 01:07:49,2018-04-11 01:07:53,1182
2018-04-11 01:07:53,2018-04-11 01:07:53,70
2018-04-11 01:07:53,2018-04-11 01:07:53,105
2018-04-11 01:07:53,2018-04-11 01:07:54,492
2018-04-11 01:07:54,2018-04-11 01:07:56,815
2018-04-11 01:07:56,2018-04-11 01:07:57,236
2018-04-11 01:07:57,2018-04-11 01:07:59,738
2018-04-11 01:07:59,2018-04-11 01:08:02,1076
2018-04-11 01:08:02,2018-04-11 01:08:05,1057
2018-04-11 01:08:05,2018-04-11 01:08:10,1067
2018-04-11 01:08:10,2018-04-11 01:08:11,124
2018-04-11 01:08:11,2018-04-11 01:08:19,2921
2018-04-11 01:08:19,2018-04-11 01:08:21,560
2018-04-11 01:08:21,2018-04-11 01:08:22,273
2018-04-11 01:08:22,2018-04-11 01:08:24,727
2018-04-11 01:08:24,2018-04-11 01:08:27,868
2018-04-11 01:08:27,2018-04-11 01:08:28,113
2018-04-11 01:08:28,2018-04-11 01:08:28,176
2018-04-11 01:08:28,2018-04-11 01:08:32,1001
2018-04-11 01:08:32,2018-04-11 01:08:35,1178
2018-04-11 01:08:35,2018-04-11 01:08:37,688
2018-04-11 01:08:37,2018-04-11 01:08:41,1201
2018-04-11 01:08:41,2018-04-11 01:08:43,799
2018-04-11 01:08:43,2018-04-11 01:08:43,113
2018-04-11 01:08:43,2018-04-11 01:08:45,668
2018-04-11 01:08:45,2018-04-11 01:08:47,307
2018-04-11 01:08:47,2018-04-11 01:08:49,740
2018-04-11 01:08:49,2018-04-11 01:08:50,178
2018-04-11 01:08:50,2018-04-11 01:08:50,149
2018-04-11 01:08:50,2018-04-11 01:08:54,1528
2018-04-11 01:08:54,2018-04-11 01:08:55,165
2018-04-11 01:08:55,2018-04-11 01:08:56,289
2018-04-11 01:08:56,2018-04-11 01:08:57,373
2018-04-11 01:08:57,2018-04-11 01:08:58,188
2018-04-11 01:08:58,2018-04-11 01:08:58,291
2018-04-11 01:08:58,2018-04-11 01:09:00,615
2018-04-11 01:09:00,2018-04-11 01:09:01,315
2018-04-11 01:09:01,2018-04-11 01:09:04,898
2018-04-11 01:09:04,2018-04-11 01:09:09,1767
2018-04-11 01:09:09,2018-04-11 01:09:12,847
2018-04-11 01:09:12,2018-04-11 01:09:13,171
2018-04-11 01:09:13,2018-04-11 01:09:16,939
2018-04-11 01:09:16,2018-04-11 01:09:18,404
2018-04-11 01:09:18,2018-04-11 01:09:24,1519
2018-04-11 01:09:24,2018-04-11 01:09:29,1595
2018-04-11 01:09:29,2018-04-11 01:09:30,147
2018-04-11 01:09:30,2018-04-11 01:09:31,180
2018-04-11 01:09:31,2018-04-11 01:09:31,168
2018-04-11 01:09:31,2018-04-11 01:09:34,861
2018-04-11 01:09:34,2018-04-11 01:09:35,355
2018-04-11 01:09:35,2018-04-11 01:09:36,341
2018-04-11 01:09:36,2018-04-11 01:09:39,1203
2018-04-11 01:09:39,2018-04-11 01:09:40,213
2018-04-11 01:09:40,2018-04-11 01:09:42,946
2018-04-11 01:09:42,2018-04-11 01:09:44,544
2018-04-11 01:09:44,2018-04-11 01:09:45,391
2018-04-11 01:09:45,2018-04-11 01:09:48,913
2018-04-11 01:09:48,2018-04-11 01:09:49,457
2018-04-11 01:09:49,2018-04-11 01:09:50,334
2018-04-11 01:09:50,2018-04-11 01:09:51,401
2018-04-11 01:09:51,2018-04-11 01:09:51,209
2018-04-11 01:09:51,2018-04-11 01:09:52,176
2018-04-11 01:09:52,2018-04-11 01:09:52,248
2018-04-11 01:09:52,2018-04-11 01:09:53,83
2018-04-11 01:09:53,2018-04-11 01:09:56,928
2018-04-11 01:09:56,2018-04-11 01:10:00,1797
2018-04-11 01:10:00,2018-04-11 01:10:01,272
2018-04-11 01:10:01,2018-04-11 01:10:06,1840
2018-04-11 01:10:06,2018-04-11 01:10:09,860
2018-04-11 01:10:09,2018-04-11 01:10:09,124
2018-04-11 01:10:09,2018-04-11 01:10:10,158
2018-04-11 01:10:10,2018-04-11 01:10:10,379
2018-04-11 01:10:10,2018-04-11 01:10:11,238
2018-04-11 01:10:11,2018-04-11 01:10:12,342
2018-04-11 01:10:12,2018-04-11 01:10:13,418
2018-04-11 01:10:13,2018-04-11 01:10:14,518
2018-04-11 01:10:14,2018-04-11 01:10:15,481
2018-04-11 01:10:15,2018-04-11 01:10:17,897
2018-04-11 01:10:17,2018-04-11 01:10:19,1191
2018-04-11 01:10:19,2018-04-11 01:10:20,95
2018-04-11 01:10:20,2018-04-11 01:10:24,1747
2018-04-11 01:10:24,2018-04-11 01:10:25,342
2018-04-11 01:10:25,2018-04-11 01:10:27,909
2018-04-11 01:10:27,2018-04-11 01:10:29,557
2018-04-11 01:10:29,2018-04-11 01:10:29,348
2018-04-11 01:10:29,2018-04-11 01:10:31,496
2018-04-11 01:10:31,2018-04-11 01:10:32,261
2018-04-11 01:10:32,2018-04-11 01:10:36,1667
2018-04-11 01:10:36,2018-04-11 01:10:37,310
2018-04-11 01:10:37,2018-04-11 01:10:37,39
2018-04-11 01:10:37,2018-04-11 01:10:41,1599
2018-04-11 01:10:41,2018-04-11 01:10:44,1065
2018-04-11 01:10:44,2018-04-11 01:10:46,710
2018-04-11 01:10:46,2018-04-11 01:10:52,2374
2018-04-11 01:10:52,2018-04-11 01:10:53,354
2018-04-11 01:10:53,2018-04-11 01:10:54,191
2018-04-11 01:10:54,2018-04-11 01:10:54,114
2018-04-11 01:10:54,2018-04-11 01:10:54,98
2018-04-11 01:10:54,2018-04-11 01:10:55,155
2018-04-11 01:10:55,2018-04-11 01:10:57,711
2018-04-11 01:10:57,2018-04-11 01:11:00,821
2018-04-11 01:11:00,2018-04-11 01:11:02,551
2018-04-11 01:11:02,2018-04-11 01:11:03,206
2018-04-11 01:11:03,2018-04-11 01:11:03,212
2018-04-11 01:11:03,2018-04-11 01:11:06,747
2018-04-11 01:11:06,2018-04-11 01:11:06,123
2018-04-11 01:11:06,2018-04-11 01:11:07,436
2018-04-11 01:11:07,2018-04-11 01:11:07,16
2018-04-11 01:11:07,2018-04-11 01:11:08,152
2018-04-11 01:11:08,2018-04-11 01:11:09,190
2018-04-11 01:11:09,2018-04-11 01:11:09,131
2018-04-11 01:11:09,2018-04-11 01:11:10,540
2018-04-11 01:11:10,2018-04-11 01:11:11,197
2018-04-11 01:11:11,2018-04-11 01:11:13,449
2018-04-11 01:11:13,2018-04-11 01:11:14,498
2018-04-11 01:11:14,2018-04-11 01:11:16,540
2018-04-11 01:11:16,2018-04-11 01:11:17,363
2018-04-11 01:11:17,2018-04-11 01:11:17,66
2018-04-11 01:11:17,2018-04-11 01:11:20,750
2018-04-11 01:11:20,2018-04-11 01:11:20,84
2018-04-11 01:11:20,2018-04-11 01:11:23,820
2018-04-11 01:11:23,2018-04-11 01:11:23,135
2018-04-11 01:11:23,2018-04-11 01:11:26,794
2018-04-11 01:11:26,2018-04-11 01:11:32,1594
2018-04-11 01:11:32,2018-04-11 01:11:35,922
2018-04-11 01:11:35,2018-04-11 01:11:36,359
2018-04-11 01:11:36,2018-04-11 01:11:39,1019
2018-04-11 01:11:39,2018-04-11 01:11:41,1084
2018-04-11 01:11:41,2018-04-11 01:11:44,896
2018-04-11 01:11:44,2018-04-11 01:11:44,113
2018-04-11 01:11:44,2018-04-11 01:11:45,333
2018-04-11 01:11:45,2018-04-11 01:11:46,396
2018-04-11 01:11:46,2018-04-11 01:11:49,868
2018-04-11 01:11:49,2018-04-11 01:11:50,285
2018-04-11 01:11:50,2018-04-11 01:11:51,602
2018-04-11 01:11:51,2018-04-11 01:11:52,282
2018-04-11 01:11:52,2018-04-11 01:11:57,1838
2018-04-11 01:11:57,2018-04-11 01:11:58,181
2018-04-11 01:11:58,2018-04-11 01:11:59,610
2018-04-11 01:11:59,2018-04-11 01:12:01,697
2018-04-11 01:12:01,2018-04-11 01:12:02,216
2018-04-11 01:12:02,2018-04-11 01:12:06,1487
2018-04-11 01:12:06,2018-04-11 01:12:08,444
2018-04-11 01:12:08,2018-04-11 01:12:10,759
2018-04-11 01:12:10,2018-04-11 01:12:12,573
2018-04-11 01:12:12,2018-04-11 01:12:13,461
2018-04-11 01:12:13,2018-04-11 01:12:15,549
2018-04-11 01:12:15,2018-04-11 01:12:15,284
2018-04-11 01:12:15,2018-04-11 01:12:16,110
2018-04-11 01:12:16,2018-04-11 01:12:16,189
2018-04-11 01:12:16,2018-04-11 01:12:17,489
2018-04-11 01:12:17,2018-04-11 01:12:18,448
2018-04-11 01:12:18,2018-04-11 01:12:19,460
2018-04-11 01:12:19,2018-04-11 01:12:21,902
2018-04-11 01:12:21,2018-04-11 01:12:22,203
2018-04-11 01:12:22,2018-04-11 01:12:27,1977
2018-04-11 01:12:27,2018-04-11 01:12:29,982
2018-04-11 01:12:29,2018-04-11 01:12:32,973
2018-04-11 01:12:32,2018-04-11 01:12:35,1080
2018-04-11 01:12:35,2018-04-11 01:12:36,255
2018-04-11 01:12:36,2018-04-11 01:12:37,252
2018-04-11 01:12:37,2018-04-11 01:12:39,669
2018-04-11 01:12:39,2018-04-11 01:12:41,741
2018-04-11 01:12:41,2018-04-11 01:12:43,813
2018-04-11 01:12:43,2018-04-11 01:12:43,105
2018-04-11 01:12:43,2018-04-11 01:12:44,373
2018-04-11 01:12:44,2018-04-11 01:12:45,268
2018-04-11 01:12:45,2018-04-11 01:12:48,1158
2018-04-11 01:12:48,2018-04-11 01:12:50,804
2018-04-11 01:12:50,2018-04-11 01:12:58,2349
2018-04-11 01:12:58,2018-04-11 01:12:59,266
2018-04-11 01:12:59,2018-04-11 01:13:00,477
2018-04-11 01:13:00,2018-04-11 01:13:00,148
2018-04-11 01:13:00,2018-04-11 01:13:01,260
2018-04-11 01:13:01,2018-04-11 01:13:02,361
2018-04-11 01:13:02,2018-04-11 01:13:03,463
2018-04-11 01:13:03,2018-04-11 01:13:04,157
2018-04-11 01:13:04,2018-04-11 01:13:04,89
2018-04-11 01:13:04,2018-04-11 01:13:05,327
2018-04-11 01:13:05,2018-04-11 01:13:06,380
2018-04-11 01:13:06,2018-04-11 01:13:07,409
2018-04-11 01:13:07,2018-04-11 01:13:13,2169
2018-04-11 01:13:13,2018-04-11 01:13:15,1025
2018-04-11 01:13:16,2018-04-11 01:13:16,168
2018-04-11 01:13:16,2018-04-11 01:13:18,514
2018-04-11 01:13:18,2018-04-11 01:13:20,879
2018-04-11 01:13:20,2018-04-11 01:13:20,257
2018-04-11 01:13:20,2018-04-11 01:13:22,429
2018-04-11 01:13:22,2018-04-11 01:13:23,487
2018-04-11 01:13:23,2018-04-11 01:13:23,131
2018-04-11 01:13:23,2018-04-11 01:13:29,2212
2018-04-11 01:13:29,2018-04-11 01:13:31,920
2018-04-11 01:13:31,2018-04-11 01:13:33,571
2018-04-11 01:13:33,2018-04-11 01:13:36,768
2018-04-11 01:13:36,2018-04-11 01:13:37,435
2018-04-11 01:13:37,2018-04-11 01:13:38,148
2018-04-11 01:13:38,2018-04-11 01:13:38,194
2018-04-11 01:13:38,2018-04-11 01:13:39,365
2018-04-11 01:13:40,2018-04-11 01:13:41,430
2018-04-11 01:13:41,2018-04-11 01:13:41,147
2018-04-11 01:13:41,2018-04-11 01:13:43,579
2018-04-11 01:13:43,2018-04-11 01:13:46,939
2018-04-11 01:13:46,2018-04-11 01:13:50,1216
2018-04-11 01:13:50,2018-04-11 01:13:52,700
2018-04-11 01:13:52,2018-04-11 01:13:52,76
2018-04-11 01:13:52,2018-04-11 01:13:55,769
2018-04-11 01:13:55,2018-04-11 01:13:55,148
2018-04-11 01:13:55,2018-04-11 01:13:56,265
2018-04-11 01:13:56,2018-04-11 01:13:56,178
2018-04-11 01:13:56,2018-04-11 01:13:57,188
2018-04-11 01:13:57,2018-04-11 01:13:58,245
2018-04-11 01:13:58,2018-04-11 01:13:59,260
2018-04-11 01:13:59,2018-04-11 01:14:02,1453
2018-04-11 01:14:02,2018-04-11 01:14:03,197
2018-04-11 01:14:03,2018-04-11 01:14:03,121
2018-04-11 01:14:03,2018-04-11 01:14:04,326
2018-04-11 01:14:04,2018-04-11 01:14:09,1392
2018-04-11 01:14:09,2018-04-11 01:14:10,496
2018-04-11 01:14:10,2018-04-11 01:14:11,311
2018-04-11 01:14:11,2018-04-11 01:14:11,151
2018-04-11 01:14:11,2018-04-11 01:14:15,977
2018-04-11 01:14:15,2018-04-11 01:14:15,37
2018-04-11 01:14:15,2018-04-11 01:14:17,553
2018-04-11 01:14:17,2018-04-11 01:14:21,1155
2018-04-11 01:14:21,2018-04-11 01:14:29,2638
2018-04-11 01:14:29,2018-04-11 01:14:30,429
2018-04-11 01:14:30,2018-04-11 01:14:33,956
2018-04-11 01:14:33,2018-04-11 01:14:34,622
2018-04-11 01:14:34,2018-04-11 01:14:35,464
2018-04-11 01:14:35,2018-04-11 01:14:36,154
2018-04-11 01:14:36,2018-04-11 01:14:36,47
2018-04-11 01:14:36,2018-04-11 01:14:37,259
2018-04-11 01:14:37,2018-04-11 01:14:38,427
2018-04-11 01:14:38,2018-04-11 01:14:39,290
2018-04-11 01:14:39,2018-04-11 01:14:41,773
2018-04-11 01:14:41,2018-04-11 01:14:46,1362
2018-04-11 01:14:46,2018-04-11 01:14:46,141
2018-04-11 01:14:46,2018-04-11 01:14:48,763
2018-04-11 01:14:48,2018-04-11 01:14:49,350
2018-04-11 01:14:49,2018-04-11 01:14:50,224
2018-04-11 01:14:50,2018-04-11 01:14:51,531
2018-04-11 01:14:51,2018-04-11 01:14:52,335
2018-04-11 01:14:52,2018-04-11 01:14:55,929
2018-04-11 01:14:55,2018-04-11 01:14:57,775
2018-04-11 01:14:57,2018-04-11 01:14:57,56
2018-04-11 01:14:57,2018-04-11 01:15:01,1229
2018-04-11 01:15:01,2018-04-11 01:15:06,1797
2018-04-11 01:15:06,2018-04-11 01:15:09,797
2018-04-11 01:15:09,2018-04-11 01:15:09,99
2018-04-11 01:15:09,2018-04-11 01:15:11,783
2018-04-11 01:15:11,2018-04-11 01:15:19,2579
2018-04-11 01:15:19,2018-04-11 01:15:20,296
2018-04-11 01:15:20,2018-04-11 01:15:22,509
2018-04-11 01:15:22,2018-04-11 01:15:24,534
2018-04-11 01:15:24,2018-04-11 01:15:25,507
2018-04-11 01:15:25,2018-04-11 01:15:26,442
2018-04-11 01:15:26,2018-04-11 01:15:30,1663
2018-04-11 01:15:30,2018-04-11 01:15:33,1331
2018-04-11 01:15:33,2018-04-11 01:15:34,139
2018-04-11 01:15:34,2018-04-11 01:15:34,178
2018-04-11 01:15:34,2018-04-11 01:15:36,418
2018-04-11 01:15:36,2018-04-11 01:15:42,2519
2018-04-11 01:15:42,2018-04-11 01:15:43,272
2018-04-11 01:15:43,2018-04-11 01:15:44,545
2018-04-11 01:15:44,2018-04-11 01:15:45,412
2018-04-11 01:15:45,2018-04-11 01:15:46,197
2018-04-11 01:15:46,2018-04-11 01:15:46,213
2018-04-11 01:15:46,2018-04-11 01:15:48,452
2018-04-11 01:15:48,2018-04-11 01:15:49,307
2018-04-11 01:15:49,2018-04-11 01:15:49,190
2018-04-11 01:15:49,2018-04-11 01:15:51,547
2018-04-11 01:15:51,2018-04-11 01:15:52,246
2018-04-11 01:15:52,2018-04-11 01:15:55,724
2018-04-11 01:15:55,2018-04-11 01:15:55,82
2018-04-11 01:15:55,2018-04-11 01:15:57,291
2018-04-11 01:15:57,2018-04-11 01:15:58,420
2018-04-11 01:15:58,2018-04-11 01:16:00,1004
2018-04-11 01:16:00,2018-04-11 01:16:02,693
2018-04-11 01:16:02,2018-04-11 01:16:05,1208
2018-04-11 01:16:05,2018-04-11 01:16:06,802
2018-04-11 01:16:06,2018-04-11 01:16:07,272
2018-04-11 01:16:07,2018-04-11 01:16:11,1530
2018-04-11 01:16:11,2018-04-11 01:16:11,149
2018-04-11 01:16:11,2018-04-11 01:16:12,395
2018-04-11 01:16:12,2018-04-11 01:16:14,566
2018-04-11 01:16:14,2018-04-11 01:16:15,376
2018-04-11 01:16:15,2018-04-11 01:16:16,610
2018-04-11 01:16:16,2018-04-11 01:16:17,351
2018-04-11 01:16:17,2018-04-11 01:16:18,131
2018-04-11 01:16:18,2018-04-11 01:16:18,202
2018-04-11 01:16:18,2018-04-11 01:16:19,463
2018-04-11 01:16:19,2018-04-11 01:16:21,385
2018-04-11 01:16:21,2018-04-11 01:16:22,393
2018-04-11 01:16:22,2018-04-11 01:16:23,423
2018-04-11 01:16:23,2018-04-11 01:16:25,540
2018-04-11 01:16:25,2018-04-11 01:16:27,807
2018-04-11 01:16:27,2018-04-11 01:16:31,1329
2018-04-11 01:16:31,2018-04-11 01:16:33,863
2018-04-11 01:16:33,2018-04-11 01:16:36,865
2018-04-11 01:16:36,2018-04-11 01:16:37,596
2018-04-11 01:16:37,2018-04-11 01:16:38,119
2018-04-11 01:16:38,2018-04-11 01:16:40,786
2018-04-11 01:16:40,2018-04-11 01:16:41,398
2018-04-11 01:16:41,2018-04-11 01:16:41,74
2018-04-11 01:16:41,2018-04-11 01:16:44,899
2018-04-11 01:16:44,2018-04-11 01:16:44,90
2018-04-11 01:16:44,2018-04-11 01:16:45,355
2018-04-11 01:16:45,2018-04-11 01:16:47,534
2018-04-11 01:16:47,2018-04-11 01:16:47,160
2018-04-11 01:16:47,2018-04-11 01:16:49,591
2018-04-11 01:16:49,2018-04-11 01:16:50,353
2018-04-11 01:16:50,2018-04-11 01:16:51,267
2018-04-11 01:16:51,2018-04-11 01:16:53,692
2018-04-11 01:16:53,2018-04-11 01:16:54,264
2018-04-11 01:16:54,2018-04-11 01:16:55,313
2018-04-11 01:16:55,2018-04-11 01:16:56,391
2018-04-11 01:16:56,2018-04-11 01:16:57,342
2018-04-11 01:16:57,2018-04-11 01:16:59,709
2018-04-11 01:16:59,2018-04-11 01:17:01,676
2018-04-11 01:17:01,2018-04-11 01:17:02,305
2018-04-11 01:17:02,2018-04-11 01:17:03,624
2018-04-11 01:17:04,2018-04-11 01:17:05,589
2018-04-11 01:17:05,2018-04-11 01:17:06,188
2018-04-11 01:17:06,2018-04-11 01:17:06,339
2018-04-11 01:17:06,2018-04-11 01:17:09,853
2018-04-11 01:17:09,2018-04-11 01:17:10,382
2018-04-11 01:17:10,2018-04-11 01:17:11,287
2018-04-11 01:17:11,2018-04-11 01:17:13,940
2018-04-11 01:17:13,2018-04-11 01:17:15,545
2018-04-11 01:17:15,2018-04-11 01:17:17,547
2018-04-11 01:17:17,2018-04-11 01:17:18,361
2018-04-11 01:17:18,2018-04-11 01:17:19,359
2018-04-11 01:17:19,2018-04-11 01:17:19,100
2018-04-11 01:17:19,2018-04-11 01:17:20,260
2018-04-11 01:17:20,2018-04-11 01:17:20,188
2018-04-11 01:17:20,2018-04-11 01:17:21,222
2018-04-11 01:17:21,2018-04-11 01:17:22,471
2018-04-11 01:17:22,2018-04-11 01:17:23,332
2018-04-11 01:17:23,2018-04-11 01:17:24,259
2018-04-11 01:17:24,2018-04-11 01:17:27,1071
2018-04-11 01:17:27,2018-04-11 01:17:28,277
2018-04-11 01:17:28,2018-04-11 01:17:28,82
2018-04-11 01:17:28,2018-04-11 01:17:32,1060
2018-04-11 01:17:32,2018-04-11 01:17:32,111
2018-04-11 01:17:32,2018-04-11 01:17:32,118
2018-04-11 01:17:32,2018-04-11 01:17:33,348
2018-04-11 01:17:33,2018-04-11 01:17:36,1238
2018-04-11 01:17:36,2018-04-11 01:17:37,316
2018-04-11 01:17:37,2018-04-11 01:17:38,523
2018-04-11 01:17:38,2018-04-11 01:17:38,80
2018-04-11 01:17:38,2018-04-11 01:17:39,233
2018-04-11 01:17:39,2018-04-11 01:17:39,155
2018-04-11 01:17:39,2018-04-11 01:17:40,191
2018-04-11 01:17:40,2018-04-11 01:17:42,903
2018-04-11 01:17:42,2018-04-11 01:17:42,73
2018-04-11 01:17:42,2018-04-11 01:17:43,178
2018-04-11 01:17:43,2018-04-11 01:17:43,183
2018-04-11 01:17:43,2018-04-11 01:17:44,52
2018-04-11 01:17:44,2018-04-11 01:17:47,1408
2018-04-11 01:17:47,2018-04-11 01:17:48,142
2018-04-11 01:17:48,2018-04-11 01:17:51,1110
2018-04-11 01:17:51,2018-04-11 01:17:51,67
2018-04-11 01:17:51,2018-04-11 01:17:56,1621
2018-04-11 01:17:56,2018-04-11 01:17:57,394
2018-04-11 01:17:57,2018-04-11 01:17:58,260
2018-04-11 01:17:58,2018-04-11 01:17:59,274
2018-04-11 01:17:59,2018-04-11 01:18:02,1198
2018-04-11 01:18:02,2018-04-11 01:18:02,135
2018-04-11 01:18:02,2018-04-11 01:18:03,230
2018-04-11 01:18:03,2018-04-11 01:18:04,323
2018-04-11 01:18:04,2018-04-11 01:18:08,1643
2018-04-11 01:18:08,2018-04-11 01:18:10,624
2018-04-11 01:18:10,2018-04-11 01:18:12,450
2018-04-11 01:18:12,2018-04-11 01:18:12,142
2018-04-11 01:18:12,2018-04-11 01:18:15,1176
2018-04-11 01:18:15,2018-04-11 01:18:16,469
2018-04-11 01:18:16,2018-04-11 01:18:18,860
2018-04-11 01:18:18,2018-04-11 01:18:20,854
2018-04-11 01:18:20,2018-04-11 01:18:23,1060
2018-04-11 01:18:23,2018-04-11 01:18:24,533
2018-04-11 01:18:24,2018-04-11 01:18:27,807
2018-04-11 01:18:27,2018-04-11 01:18:27,409
2018-04-11 01:18:27,2018-04-11 01:18:31,1494
2018-04-11 01:18:31,2018-04-11 01:18:34,1320
2018-04-11 01:18:34,2018-04-11 01:18:35,319
2018-04-11 01:18:35,2018-04-11 01:18:36,249
2018-04-11 01:18:36,2018-04-11 01:18:36,283
2018-04-11 01:18:36,2018-04-11 01:18:40,1387
2018-04-11 01:18:40,2018-04-11 01:18:43,1330
2018-04-11 01:18:43,2018-04-11 01:18:43,221
2018-04-11 01:18:43,2018-04-11 01:18:44,150
2018-04-11 01:18:44,2018-04-11 01:18:50,2440
2018-04-11 01:18:50,2018-04-11 01:18:51,223
2018-04-11 01:18:51,2018-04-11 01:18:51,90
2018-04-11 01:18:51,2018-04-11 01:18:52,626
2018-04-11 01:18:52,2018-04-11 01:18:56,1231
2018-04-11 01:18:56,2018-04-11 01:18:56,71
2018-04-11 01:18:56,2018-04-11 01:18:57,402
2018-04-11 01:18:57,2018-04-11 01:18:58,180
2018-04-11 01:18:58,2018-04-11 01:19:02,1574
2018-04-11 01:19:02,2018-04-11 01:19:03,120
2018-04-11 01:19:03,2018-04-11 01:19:06,1129
2018-04-11 01:19:06,2018-04-11 01:19:07,509
2018-04-11 01:19:07,2018-04-11 01:19:09,892
2018-04-11 01:19:09,2018-04-11 01:19:09,182
2018-04-11 01:19:09,2018-04-11 01:19:13,1609
2018-04-11 01:19:13,2018-04-11 01:19:13,135
2018-04-11 01:19:13,2018-04-11 01:19:15,940
2018-04-11 01:19:15,2018-04-11 01:19:16,280
2018-04-11 01:19:16,2018-04-11 01:19:18,930
2018-04-11 01:19:18,2018-04-11 01:19:20,478
2018-04-11 01:19:20,2018-04-11 01:19:24,1645
2018-04-11 01:19:24,2018-04-11 01:19:24,173
2018-04-11 01:19:24,2018-04-11 01:19:26,657
2018-04-11 01:19:26,2018-04-11 01:19:26,307
2018-04-11 01:19:26,2018-04-11 01:19:27,45
2018-04-11 01:19:27,2018-04-11 01:19:27,255
2018-04-11 01:19:27,2018-04-11 01:19:34,2432
2018-04-11 01:19:34,2018-04-11 01:19:35,260
2018-04-11 01:19:35,2018-04-11 01:19:36,494
2018-04-11 01:19:36,2018-04-11 01:19:36,192
2018-04-11 01:19:36,2018-04-11 01:19:41,2053
2018-04-11 01:19:41,2018-04-11 01:19:43,469
2018-04-11 01:19:43,2018-04-11 01:19:43,82
2018-04-11 01:19:43,2018-04-11 01:19:44,329
2018-04-11 01:19:44,2018-04-11 01:19:45,590
2018-04-11 01:19:45,2018-04-11 01:19:46,439
2018-04-11 01:19:46,2018-04-11 01:19:46,124
2018-04-11 01:19:46,2018-04-11 01:19:48,682
2018-04-11 01:19:48,2018-04-11 01:19:49,557
2018-04-11 01:19:49,2018-04-11 01:19:49,253
2018-04-11 01:19:49,2018-04-11 01:19:50,500
2018-04-11 01:19:50,2018-04-11 01:19:53,939
2018-04-11 01:19:53,2018-04-11 01:19:53,271
2018-04-11 01:19:53,2018-04-11 01:19:55,1195
2018-04-11 01:19:55,2018-04-11 01:19:59,1797
2018-04-11 01:19:59,2018-04-11 01:20:00,204
2018-04-11 01:20:00,2018-04-11 01:20:01,425
2018-04-11 01:20:01,2018-04-11 01:20:02,668
2018-04-11 01:20:02,2018-04-11 01:20:04,313
2018-04-11 01:20:04,2018-04-11 01:20:05,332
2018-04-11 01:20:05,2018-04-11 01:20:05,105
2018-04-11 01:20:05,2018-04-11 01:20:07,390
2018-04-11 01:20:07,2018-04-11 01:20:08,569
2018-04-11 01:20:08,2018-04-11 01:20:09,301
2018-04-11 01:20:09,2018-04-11 01:20:11,1312
2018-04-11 01:20:11,2018-04-11 01:20:12,142
2018-04-11 01:20:12,2018-04-11 01:20:12,70
2018-04-11 01:20:12,2018-04-11 01:20:12,225
2018-04-11 01:20:12,2018-04-11 01:20:17,2122
2018-04-11 01:20:17,2018-04-11 01:20:18,385
2018-04-11 01:20:18,2018-04-11 01:20:19,673
2018-04-11 01:20:19,2018-04-11 01:20:20,231
2018-04-11 01:20:20,2018-04-11 01:20:20,171
2018-04-11 01:20:20,2018-04-11 01:20:25,2046
